ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
6661,I code primarily as a hobby,I prefer not to say,United States of America,New Jersey,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",5,NA,NA,NA,NA,NA,NA,C;C++;Elixir;Go;Java;JavaScript;Kotlin;Node.js;Python;Rust;TypeScript,JavaScript;Node.js;Python;TypeScript,MongoDB;Redis;SQLite,MongoDB;Redis;SQLite,DigitalOcean;Heroku,DigitalOcean,Django;Express;React.js;Svelte;Vue.js,Express;FastAPI;React.js;Svelte;Vue.js,NumPy;Pandas;React Native;TensorFlow,NumPy;Pandas;React Native;TensorFlow,Deno;Docker;Git;Yarn,Deno;Docker;Git;Yarn,Atom;IPython/Jupyter;Sublime Text;Vim;Visual Studio Code,IPython/Jupyter;Vim;Visual Studio Code;Xcode,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Under 18 years old,Man,No,NA,Southeast Asian;South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
6662,I am a developer by profession,Employed full-time,Italy,NA,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)",11 - 17 years,School,21,20,"Developer, full-stack;Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,EUR European Euro,40000,Yearly,HTML/CSS;JavaScript;PHP;SQL,NA,MariaDB;SQLite,NA,Google Cloud Platform,NA,jQuery,NA,NA,NA,Git,NA,Visual Studio Code,NA,MacOS,Visit Stack Overflow,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,43239
6663,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Brazil,NA,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)",11 - 17 years,Other (please specify):,20,5,"Developer, mobile;Data scientist or machine learning specialist;Scientist;Data or business analyst","Just me - I am a freelancer, sole proprietor, etc.",USD	United States dollar,NA,NA,Python;R,Python;R,NA,NA,NA,NA,NA,NA,Keras;NumPy;Pandas;TensorFlow,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,NA,NA,IPython/Jupyter;PyCharm;RStudio,IPython/Jupyter;PyCharm;RStudio,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely",No,35-44 years old,Woman,No,Straight / Heterosexual,Hispanic or Latino/a/x;East Asian,None of the above,None of the above,Appropriate in length,Easy,NA
6664,I am a developer by profession,Employed full-time,Jordan,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Colleague;Books / Physical media",14,12,"Developer, desktop or enterprise applications;Developer, full-stack",500 to 999 employees,JOD	Jordanian dinar,2500,Monthly,C#;JavaScript;SQL,C#;JavaScript;SQL,Microsoft SQL Server;MongoDB,Microsoft SQL Server;MongoDB,Microsoft Azure,AWS;Microsoft Azure,Angular.js;ASP.NET;jQuery;React.js,Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js;Vue.js,.NET Framework,.NET Framework;.NET Core / .NET 5;React Native,Git;Unity 3D;Xamarin,Docker;Git;Kubernetes;Xamarin,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,42312
6665,I am a student who is learning to code,I prefer not to say,Israel,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",4,NA,NA,NA,NA,NA,NA,Assembly;C#;Dart;Python,Dart;Python,SQLite,SQLite,NA,NA,NA,NA,Flutter;Keras;NumPy;Torch/PyTorch,Flutter;NumPy;Torch/PyTorch,Git,NA,Android Studio;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,NA
6666,I am a student who is learning to code,"Student, full-time",United Kingdom of Great Britain and Northern Ireland,NA,England,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",10,NA,NA,NA,NA,NA,NA,Haskell;Python,Assembly;C#;JavaScript;Python;SQL,MySQL,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPython/Jupyter;Notepad++;Visual Studio Code,IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,None of the above,Prefer not to say,Appropriate in length,Easy,NA
6667,I am a developer by profession,Employed full-time,Lithuania,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification",2,2,"Developer, front-end",100 to 499 employees,EUR European Euro,NA,NA,HTML/CSS;JavaScript;TypeScript,Dart;HTML/CSS;JavaScript;TypeScript,NA,NA,NA,NA,Gatsby;React.js,React.js;Vue.js,NA,NA,NA,NA,Visual Studio Code,Android Studio;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Multiple times per day,No,NA,"No, not really",No,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,None of the above,None of the above,Appropriate in length,Easy,NA
6668,I am a developer by profession,Employed full-time,United States of America,California,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",6,3,Data scientist or machine learning specialist,20 to 99 employees,USD	United States dollar,205000,Yearly,Bash/Shell;Python,Bash/Shell;Python,PostgreSQL;Redis,PostgreSQL;Redis,AWS;Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,NA,NA,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker;Git,Docker;Git;Kubernetes,IPython/Jupyter;Sublime Text;Vim;Visual Studio Code,IPython/Jupyter;Sublime Text;Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,205000
6669,I am a developer by profession,Employed full-time,United States of America,New Jersey,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",25,10,"Developer, front-end;Developer, full-stack;Developer, back-end","10,000 or more employees",USD	United States dollar,300000,Yearly,Bash/Shell;Java;JavaScript;Kotlin;SQL;TypeScript,Bash/Shell;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;Redis,MySQL;PostgreSQL;Redis,AWS;DigitalOcean;Google Cloud Platform,DigitalOcean,React.js,React.js,NA,NA,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ,IntelliJ,Windows,Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,300000
6670,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Philippines,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",5,1,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",PHP	Philippine peso,18000,Monthly,HTML/CSS;JavaScript;Node.js;PHP;TypeScript,C;C++,Firebase;MongoDB;MySQL;PostgreSQL,Couchbase;Elasticsearch,AWS;Heroku,DigitalOcean;Google Cloud Platform;Microsoft Azure,Express;jQuery;Laravel;React.js,Angular;Angular.js;Vue.js,NA,NA,Docker;Git;Yarn,Kubernetes,Sublime Text;Visual Studio Code,NA,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,4272
6671,I am a developer by profession,"Student, full-time",United States of America,Oregon,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",8,NA,NA,NA,NA,NA,NA,C;C#;HTML/CSS;JavaScript;LISP;Node.js;Rust;TypeScript,C++;Haskell;LISP;Rust,Firebase;MariaDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,Microsoft SQL Server;PostgreSQL;SQLite,AWS;DigitalOcean;Heroku;Microsoft Azure,DigitalOcean,ASP.NET;ASP.NET Core ;Express;React.js;Svelte,React.js,.NET Framework;.NET Core / .NET 5;Flutter;NumPy;React Native,NA,Docker;Git;Unity 3D;Yarn,Docker;Git;Unreal Engine;Yarn,IntelliJ;Rider;Vim;Visual Studio;Visual Studio Code;Xcode,IntelliJ;Rider;Vim,MacOS,Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not at all",Yes,18-24 years old,"Woman;Non-binary, genderqueer, or gender non-conforming",No,Bisexual,Southeast Asian,None of the above,"I have an anxiety disorder;Or, in your own words:",Appropriate in length,Easy,NA
6672,I am a developer by profession,Employed full-time,Poland,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",7,5,"Developer, back-end","1,000 to 4,999 employees",PLN	Polish zloty,16000,Monthly,Groovy;Java;Kotlin,Groovy;Java;Kotlin;Rust;TypeScript,PostgreSQL,MongoDB;PostgreSQL;Redis,AWS,Google Cloud Platform,Spring,Spring,NA,NA,Docker;Git;Kubernetes,Docker;Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,48600
6673,I am a developer by profession,Employed full-time,Canada,NA,NA,Something else,5 - 10 years,Books / Physical media,29,20,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Data scientist or machine learning specialist;Developer, back-end;Database administrator;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices;Data or business analyst;Designer;Engineering manager;Engineer, site reliability;System administrator;Product manager;Educator;Marketing or sales professional",100 to 499 employees,CAD	Canadian dollar,80000,Yearly,C#;C++;Java;SQL;VBA,C#;C++;SQL;VBA,Microsoft SQL Server;MongoDB;PostgreSQL,Microsoft SQL Server;MongoDB,NA,NA,ASP.NET,ASP.NET,.NET Framework,.NET Framework;.NET Core / .NET 5,NA,NA,Eclipse;Visual Studio,Visual Studio,Windows,Visit Stack Overflow;Google it,Stack Overflow,Multiple times per day,Yes,A few times per week,"Yes, definitely",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,NA,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,60505
6674,I am a student who is learning to code,"Student, full-time",Bangladesh,NA,NA,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",2,NA,NA,NA,NA,NA,NA,C++;HTML/CSS;Java;JavaScript;Python;SQL,Dart;HTML/CSS;JavaScript;Node.js;Python;TypeScript,Oracle;SQLite,Firebase;MongoDB;PostgreSQL;Redis,Heroku,AWS;DigitalOcean;Heroku;Microsoft Azure,Flask;React.js,Express;Gatsby;React.js,Pandas,Flutter;Hadoop;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Git;Yarn,Git;Yarn,IntelliJ;NetBeans;Notepad++;PyCharm;Visual Studio Code,IntelliJ;IPython/Jupyter;PyCharm;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
6675,I code primarily as a hobby,"Student, full-time",United States of America,California,NA,Primary/elementary school,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification",6,NA,NA,NA,NA,NA,NA,C#;C++;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,Bash/Shell;C;C++;Elixir;Go;Java;Node.js;TypeScript,PostgreSQL,MongoDB;PostgreSQL;Redis,NA,NA,Express;React.js;Vue.js,Express;jQuery;React.js,NA,NA,Docker;Git;Unity 3D;Yarn,Deno;Docker;Git;Unity 3D;Yarn,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,Under 18 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Neither easy nor difficult,NA
6676,I am a developer by profession,Employed part-time,United States of America,Washington,NA,Some college/university study without earning a degree,5 - 10 years,NA,22,17,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Developer, embedded applications or devices;Designer","1,000 to 4,999 employees",USD	United States dollar,NA,Monthly,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,HTML/CSS;JavaScript;Kotlin;Python;SQL,Oracle;SQLite,Firebase;SQLite,AWS,NA,Flask;jQuery,Flask;jQuery;React.js;Vue.js,NA,NA,Git,Docker;Git,Android Studio;Notepad++;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,Woman,"Or, in your own words:",Prefer not to say,White or of European descent,None of the above,"Or, in your own words:",Appropriate in length,Easy,NA
6677,I am a developer by profession,Employed part-time,Sweden,NA,NA,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Other (please specify):",23,10,"Developer, full-stack",10 to 19 employees,SEK	Swedish krona,17000,Monthly,C#;Python,C#,Microsoft SQL Server,MariaDB;PostgreSQL,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery;React.js,ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,NA,NA,Android Studio;Atom;Visual Studio;Visual Studio Code,Android Studio;Atom;Visual Studio;Visual Studio Code,Linux-based,Visit Stack Overflow;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,20868
6678,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Iran, Islamic Republic of...",NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,Books / Physical media,15,11,"Developer, full-stack;Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",IRR	Iranian rial,10000000,Monthly,C#;JavaScript;Node.js;Python;TypeScript,NA,Microsoft SQL Server;MongoDB;Oracle,NA,NA,NA,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js,NA,.NET Framework;.NET Core / .NET 5;NumPy;Pandas,NA,Docker;Git;Kubernetes;Unity 3D,NA,IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PyCharm;Vim;Visual Studio;Visual Studio Code,NA,Windows,Go for a walk or other physical activity;Google it,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",No,25-34 years old,Man,No,Prefer not to say,Middle Eastern,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Too long,Neither easy nor difficult,2856
6679,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,NA,Some college/university study without earning a degree,11 - 17 years,School;Other (please specify):;Books / Physical media,35,26,Other (please specify):;Engineering manager;System administrator,"1,000 to 4,999 employees",EUR European Euro,90000,Yearly,APL;C;Delphi;Java;Ruby;Rust,Rust,Oracle;PostgreSQL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atom;Notepad++;Vim,Atom,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,97288
6680,"I used to be a developer by profession, but no longer am","Independent contractor, freelancer, or self-employed",Brazil,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",2,Less than 1 year,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Product manager",NA,NA,NA,NA,Dart;HTML/CSS;JavaScript;Node.js;Python;TypeScript,C;C#;C++;Dart;Elixir;Go;Python;Rust,Firebase;SQLite,Cassandra;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,AWS,AWS;DigitalOcean;Google Cloud Platform,Express;React.js,Angular;Django;FastAPI;Flask,Flutter;React Native,Flutter;NumPy;Pandas;TensorFlow;Torch/PyTorch,Git,Kubernetes,Android Studio;Visual Studio Code,Visual Studio Code;Xcode,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,NA
6681,I am a student who is learning to code,"Not employed, but looking for work",United States of America,New Jersey,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Colleague;Books / Physical media",Less than 1 year,NA,Other (please specify):;Data scientist or machine learning specialist;Data or business analyst;Educator,NA,NA,NA,NA,NA,NA,Microsoft SQL Server;MySQL;Oracle,Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,55-64 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,NA
6682,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Other (please specify):;Books / Physical media,30,21,"Developer, full-stack;Other (please specify):;Data or business analyst;Engineering manager;System administrator","1,000 to 4,999 employees",EUR European Euro,70000,Yearly,Bash/Shell;HTML/CSS;JavaScript;Perl;Python;SQL,Bash/Shell;HTML/CSS;JavaScript;Perl;Python;SQL,MySQL;PostgreSQL,Elasticsearch;PostgreSQL,NA,NA,Django;Flask;jQuery,Django;jQuery,NA,NA,Ansible;Git,Ansible;Git,Atom;PyCharm;Vim,Atom;PyCharm;Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",No,45-54 years old,Man,NA,NA,NA,NA,NA,NA,NA,75669
6683,"I am not primarily a developer, but I write code sometimes as part of my work",I prefer not to say,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Books / Physical media,15,15,NA,"Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,NA,NA,HTML/CSS;PHP;Swift,Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sublime Text;Visual Studio Code,PyCharm;RStudio;Sublime Text;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,Prefer not to say,Prefer not to say,Too long,Neither easy nor difficult,NA
6684,I am a student who is learning to code,"Not employed, but looking for work",Bangladesh,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc)",NA,NA,"Developer, mobile;Student;Designer",NA,NA,NA,NA,Dart;Java;Kotlin;SQL,C++;JavaScript;Python,Firebase,MySQL;Oracle,Google Cloud Platform,Microsoft Azure;Oracle Cloud Infrastructure,NA,NA,Flutter,Flutter,Git,Git,Android Studio;IntelliJ;Visual Studio Code,Android Studio;IntelliJ;Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,Under 18 years old,Man,No,Prefer not to say,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
6685,I am a developer by profession,Employed full-time,United States of America,Texas,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;School;Online Courses or Certification,10,8,"Developer, front-end",10 to 19 employees,USD	United States dollar,115000,Yearly,HTML/CSS;JavaScript;Node.js;TypeScript,HTML/CSS;Java;JavaScript;Node.js;Scala;SQL;TypeScript,PostgreSQL,PostgreSQL,Google Cloud Platform,AWS;Google Cloud Platform,Express;Flask;React.js,Express;React.js;Vue.js,NA,NA,Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes;Yarn,Visual Studio Code,Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,Appropriate in length,Easy,115000
6686,I code primarily as a hobby,"Not employed, and not looking for work",United States of America,California,NA,Primary/elementary school,5 - 10 years,"Other online resources (ex: videos, blogs, etc)",1,NA,NA,NA,NA,NA,NA,Node.js;Python,Python;Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PyCharm;Visual Studio Code,PyCharm,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,Prefer not to say,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,NA
6687,I code primarily as a hobby,"Student, full-time",United States of America,Florida,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",NA,NA,NA,NA,NA,NA,NA,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript,Go;HTML/CSS;Java;JavaScript;Node.js;Python;Ruby;Rust;SQL;TypeScript,MongoDB;MySQL;SQLite,Cassandra;Firebase;MongoDB;Redis,AWS;Heroku,AWS;DigitalOcean;Google Cloud Platform,Express;jQuery;React.js;Svelte,Express;React.js;Ruby on Rails;Svelte,NA,NA,Git,Deno;Docker;Git;Kubernetes;Unity 3D,Eclipse;IntelliJ;Notepad++;Visual Studio Code,Android Studio;IntelliJ;Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,No,NA,Neutral,Yes,Under 18 years old,Prefer not to say,Prefer not to say,Bisexual,White or of European descent,None of the above,Prefer not to say,Appropriate in length,Easy,NA
6688,I am a developer by profession,Employed full-time,Chile,NA,NA,"Professional degree (JD, MD, etc.)",18 - 24 years,Colleague,8,6,"Developer, mobile","5,000 to 9,999 employees",CLP	Chilean peso,35014652,Yearly,Go;Kotlin;Swift,Haskell;Swift,Firebase;MySQL;PostgreSQL,Firebase,Google Cloud Platform;Microsoft Azure,Google Cloud Platform;Microsoft Azure,Angular.js;ASP.NET;ASP.NET Core ;React.js,Angular.js;React.js,.NET Core / .NET 5;React Native,.NET Core / .NET 5;React Native,Docker;Flow;Git;Kubernetes;Terraform,Docker;Flow;Git;Kubernetes;Terraform;Unity 3D,Sublime Text;Visual Studio Code;Xcode,Sublime Text;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Neither easy nor difficult,43922
