ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
40924,I am a developer by profession,Employed full-time,Switzerland,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Books / Physical media",16,8,"Engineer, data;Other (please specify):","10,000 or more employees",CHF	Swiss franc,240000,Yearly,Bash/Shell;C++;Go;Python;Rust;SQL,C++;Rust,PostgreSQL,PostgreSQL,NA,NA,NA,NA,NumPy;Pandas;Qt,Qt,Git,Git,IntelliJ;PyCharm;Vim;Visual Studio Code,IntelliJ;Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,NA,"No, not really",NA,25-34 years old,Man,NA,NA,White or of European descent,NA,NA,Too short,Neither easy nor difficult,243957
40925,I am a developer by profession,Employed full-time,United States of America,Texas,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,17,12,"Developer, back-end","10,000 or more employees",USD	United States dollar,NA,NA,Java;JavaScript;PowerShell;SQL,Java;JavaScript;SQL;Swift;TypeScript,Elasticsearch;MariaDB;MySQL,Cassandra;Elasticsearch;Firebase;Redis,AWS;Google Cloud Platform,AWS;Google Cloud Platform;Microsoft Azure,Spring,React.js;Spring,NA,NA,Ansible;Git,Docker;Git;Kubernetes;Terraform,IntelliJ;Notepad++,IntelliJ;Notepad++,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
40926,I am a developer by profession,Employed full-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;School;Online Courses or Certification,4,1,"Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",INR	Indian rupee,450000,Yearly,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,Assembly;Bash/Shell;Matlab;Node.js;PowerShell;Python,Firebase;MongoDB;MySQL,Cassandra;Microsoft SQL Server;PostgreSQL,DigitalOcean;Google Cloud Platform,AWS;Microsoft Azure,Angular;Angular.js;Django;Flask,Express,Apache Spark;NumPy,.NET Core / .NET 5;Pandas;TensorFlow;Torch/PyTorch,Git,Ansible;Kubernetes;Unity 3D;Unreal Engine,Android Studio;Eclipse;IntelliJ;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code,IPython/Jupyter;RStudio;Xcode,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Too long,Easy,6283
40927,I am a developer by profession,Employed full-time,Denmark,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",9,6,"Developer, mobile;Developer, front-end",500 to 999 employees,DKK	Danish krone,52000,Monthly,Dart;JavaScript;Objective-C;Swift,Dart;JavaScript;Kotlin;Objective-C;Swift,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,NA,NA,Flutter,Flutter,Git;Yarn,Git;Yarn,Visual Studio Code;Xcode,Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,"Or, in your own words:",None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,90312
40928,I am a developer by profession,Employed full-time,United States of America,Colorado,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Colleague;Books / Physical media",8,8,"Developer, full-stack","1,000 to 4,999 employees",USD	United States dollar,365000,Yearly,Bash/Shell;HTML/CSS;JavaScript;Ruby;SQL,Bash/Shell;HTML/CSS;Ruby;SQL,Elasticsearch;MySQL;PostgreSQL;Redis,Elasticsearch;MySQL;PostgreSQL;Redis,AWS;Heroku,AWS;Heroku,React.js;Ruby on Rails,React.js;Ruby on Rails,NA,NA,Git,Git,Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,No,NA,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,365000
40929,I am a developer by profession,Employed full-time,Croatia,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",5,4,"Developer, front-end",10 to 19 employees,HRK	Croatian kuna,18500,Monthly,HTML/CSS;JavaScript;Node.js;PHP;TypeScript,C++;HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript,NA,NA,DigitalOcean;Microsoft Azure,DigitalOcean;Microsoft Azure,Angular.js;Express;React.js,ASP.NET Core ;Express;Gatsby;React.js;Svelte;Vue.js,NA,NA,Git;Yarn,Ansible;Git;Yarn,Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,32220
40930,I am a developer by profession,Employed full-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,Friend or family member,8,6,"Developer, back-end",2 to 9 employees,INR	Indian rupee,NA,Yearly,JavaScript;PHP,Go;JavaScript,MySQL,MySQL;PostgreSQL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MacOS,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,I don't know,None of the above,Prefer not to say,Too long,Difficult,NA
40931,I am a developer by profession,Employed full-time,Nigeria,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media",5,3,"Developer, mobile;Developer, front-end;Student",20 to 99 employees,USD	United States dollar,485,Monthly,Java;Kotlin,Go;Kotlin;Swift,Firebase;MongoDB;MySQL;PostgreSQL,MongoDB;MySQL;PostgreSQL,Heroku,Heroku,Vue.js,NA,Qt,NA,Git;Yarn,Git,Android Studio;Atom;Eclipse;Emacs;NetBeans;Notepad++;PyCharm;Visual Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio;Visual Studio Code;Xcode,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,5820
40932,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",3,Less than 1 year,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Developer, game or graphics;Designer","Just me - I am a freelancer, sole proprietor, etc.",INR	Indian rupee,NA,NA,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript,C;C#;C++;Go;HTML/CSS;JavaScript;Kotlin;Matlab;Node.js;Python;Ruby;SQL;Swift;TypeScript,Microsoft SQL Server;MySQL;SQLite,Cassandra;Elasticsearch;Firebase;MySQL;Redis;SQLite,AWS;Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku;Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;jQuery;React.js,Express;jQuery;React.js;Ruby on Rails;Spring;Vue.js,React Native;TensorFlow;Torch/PyTorch,Flutter;Hadoop;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Git;Kubernetes;Unity 3D;Unreal Engine;Yarn,Docker;Git;Kubernetes;Unity 3D;Unreal Engine;Xamarin;Yarn,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Visual Studio;Visual Studio Code;Xcode,Android Studio;Notepad++;Visual Studio;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow,A few times per month or weekly,Not sure/can't remember,NA,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Appropriate in length,Easy,NA
40933,I am a developer by profession,Employed full-time,Italy,NA,NA,"Associate degree (A.A., A.S., etc.)",11 - 17 years,School;Online Courses or Certification;Colleague;Books / Physical media,14,10,"Developer, full-stack",20 to 99 employees,EUR European Euro,48000,Yearly,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,NA,Firebase;MongoDB;MySQL;PostgreSQL;Redis,NA,DigitalOcean;Google Cloud Platform,Heroku,Express;Symfony;Vue.js,NA,NA,NA,Docker;Git;Kubernetes;Yarn,NA,PHPStorm;Visual Studio Code,NA,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,51887
40934,I am a developer by profession,"Independent contractor, freelancer, or self-employed",France,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media",30,30,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, game or graphics;Designer","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,NA,NA,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;VBA,C#;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript,MongoDB;MySQL;PostgreSQL;Redis,MongoDB;Redis,NA,NA,Express;jQuery;Laravel;Vue.js,Express;Laravel;React.js;Vue.js,NA,NA,Docker;Git;Puppet;Unity 3D,Docker;Git;Puppet;Unity 3D,PHPStorm;Visual Studio;Visual Studio Code,PHPStorm;Visual Studio;Visual Studio Code,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,Prefer not to say,None of the above,None of the above,Too long,Easy,NA
40935,I am a developer by profession,Employed full-time,Brazil,NA,NA,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",10,6,"Developer, back-end",500 to 999 employees,BRL	Brazilian real,143000,Yearly,C#,C#;C++;Swift,Cassandra;Elasticsearch;Microsoft SQL Server;Redis,Elasticsearch;Microsoft SQL Server;Redis,Microsoft Azure,Microsoft Azure,ASP.NET Core ,ASP.NET Core ,.NET Core / .NET 5,.NET Core / .NET 5,Git;Kubernetes;Terraform;Unity 3D,Git;Kubernetes;Unity 3D,Visual Studio,Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per week,Yes,A few times per month or weekly,Neutral,Yes,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",No,Gay or Lesbian,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,32757
40936,I am a developer by profession,Employed full-time,Germany,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",21,10,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;Designer;Engineering manager;Product manager",20 to 99 employees,EUR European Euro,NA,NA,C++;HTML/CSS;JavaScript;Python;SQL,C++;HTML/CSS;JavaScript;Python,MySQL;SQLite,MariaDB;MySQL;PostgreSQL;Redis,NA,NA,Flask;React.js,Flask;React.js,NumPy;Pandas;Qt,Keras;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch,Docker;Git;Kubernetes,Git;Kubernetes,PyCharm;Vim;Visual Studio Code,PyCharm;Vim;Visual Studio Code;Webstorm,Linux-based,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Neither easy nor difficult,NA
40937,I am a student who is learning to code,"Student, full-time",France,NA,NA,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",4,NA,NA,NA,NA,NA,NA,C++;HTML/CSS;Java;JavaScript;Python;R,Java;JavaScript;Python,NA,NA,NA,NA,NA,NA,NA,NA,Git,Git,Notepad++;RStudio;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Prefer to self-describe:,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD);I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,NA
40938,I am a student who is learning to code,Employed full-time,Nigeria,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",3,NA,"Developer, full-stack",NA,NA,NA,NA,APL;HTML/CSS;Java;PHP,JavaScript,NA,NA,NA,NA,NA,NA,.NET Framework,NA,NA,NA,Visual Studio Code,NA,Windows,Visit Stack Overflow;Watch help / tutorial videos,I have never visited Stack Overflow or the Stack Exchange network,NA,NA,NA,NA,No,Under 18 years old,Man,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,Appropriate in length,Easy,NA
40939,I am a developer by profession,Employed full-time,Indonesia,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",10,4,"Developer, front-end;Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",IDR	Indonesian rupiah,21940000,Monthly,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;SQL;TypeScript,Assembly;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;R;Rust;SQL;Swift;TypeScript,DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Redis,AWS;DigitalOcean,AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure,Express;jQuery;Laravel;React.js;Spring;Vue.js,Django;Express;Flask;Gatsby;Laravel;React.js;Ruby on Rails;Spring;Vue.js,.NET Framework;Qt,.NET Framework;Flutter;React Native;TensorFlow,Ansible;Docker;Git;Terraform;Yarn,Deno;Docker;Git;Kubernetes;Terraform;Unity 3D;Yarn,PHPStorm;Sublime Text;Visual Studio;Visual Studio Code;Webstorm,PHPStorm;Visual Studio;Visual Studio Code;Webstorm,MacOS,Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Neither easy nor difficult,19272
