Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,YearsCodedJobPast,DeveloperType,WebDeveloperType,MobileDeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ExCoderReturn,ExCoderNotForMe,ExCoderBalance,ExCoder10Years,ExCoderBelonged,ExCoderSkills,ExCoderWillNotCode,ExCoderActive,PronounceGIF,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,ClickyKeys,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,CousinEducation,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedFramework,WantWorkFramework,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,MetricAssess,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowDevices,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,Gender,HighestEducationParents,Race,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,ExpectedSalary
7029,Professional developer,"Yes, both",United States,No,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),NA,NA,20 or more years,20 or more years,NA,Web developer; Mobile developer; Desktop applications developer; Systems administrator,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Somewhat agree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,I was just giving it a regular update,NA,Somewhat important,Important,Important,Not very important,Not very important,Somewhat important,Not at all important,Not very important,Not very important,Very important,NA,NA,Both,NA,NA,NA,NA,NA,2:00 PM,C++; C#; Java; JavaScript; Objective-C; PHP; SQL,C++; C#; Java; JavaScript; PHP; SQL; Swift,Node.js,AngularJS; Node.js; Xamarin,SQL Server; MySQL; PostgreSQL; SQLite,SQL Server; MySQL; PostgreSQL; SQLite,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; WordPress,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; Amazon Web Services (AWS),Notepad++; Android Studio; IntelliJ; PHPStorm; Visual Studio; Xcode,Turn on some music,Agile; Scrum; Mob; Evidence-based SWE,Git,Multiple times a day,Disagree,Somewhat agree,Disagree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Bugs found; Customer satisfaction; Benchmarked product performance; Revenue performance,Satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have created a CV or Developer Story on Stack Overflow,10,Desktop; iOS browser; iOS app; Android browser; Android app,At least once each week,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Once or twice,Several times,Haven't done at all,Somewhat agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Male,"Some college/university study, no bachelor's degree",White or of European descent,Disagree,Agree,Strongly disagree,Agree,NA,NA
7030,Professional developer,"Yes, I program as a hobby",Mexico,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,Never,"1,000 to 4,999 employees",Venture-funded startup,8 to 9 years,Less than a year,NA,Web developer; Desktop applications developer; Database administrator,NA,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Disagree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Indeed; LinkedIn,"I completed a major project, assignment, or contract","A friend, family member, or former colleague told me",Very important,Somewhat important,Not very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Important,Not at all important,Important,Mexican pesos (MXN$),NA,Tabs,NA,NA,NA,NA,NA,7:00 AM,Assembly; C++; C#; SQL,C++; C#; SQL,.NET Core,.NET Core,SQL Server,SQL Server,Windows Desktop,Windows Desktop,Visual Studio,Turn on some music,NA,I don't use version control,Never,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Somewhat agree,Customer satisfaction; Benchmarked product performance; Revenue performance,Somewhat satisfied,Not very satisfied,Somewhat satisfied,Satisfied,Satisfied,Somewhat satisfied,Some influence,A lot of influence,A lot of influence,Some influence,A lot of influence,Some influence,A lot of influence,Some influence,Some influence,Some influence,Some influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10,Desktop,At least once each day,At least once each day,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Strongly disagree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Male,A bachelor's degree,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,NA,NA
7031,Student,"Yes, I program as a hobby",United States,"Yes, full-time","Not employed, and not looking for work",Some college/university study without earning a bachelor's degree,Computer science or software engineering,NA,NA,NA,1 to 2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Very important,Very important,Somewhat important,Important,Somewhat important,Important,Somewhat important,Not very important,Important,NA,NA,Tabs,NA,Online course; Self-taught,Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities,NA,NA,10:00 AM,C++; Java,C#; Objective-C; Python; SQL; Swift,NA,Firebase,NA,SQL Server; MySQL; SQLite,Android; Windows Desktop,Android; iOS; Mac OS,Android Studio; IntelliJ; Visual Studio; Visual Studio Code; Xcode,Turn on some music,NA,Git,A few times a month,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Hours worked; Commit frequency; Customer satisfaction; On time/in budget,Satisfied,Very satisfied,Very satisfied,Satisfied,Very satisfied,Somewhat satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8,Desktop; Android browser,Several times,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Disagree,Strongly disagree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Male,"Some college/university study, no bachelor's degree",Black or of African descent,Disagree,Agree,Disagree,Agree,NA,NA
7032,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",Aland Islands,"Yes, part-time","Not employed, and not looking for work",Some college/university study without earning a bachelor's degree,Computer engineering or electrical/electronics engineering,NA,NA,NA,3 to 4 years,1 to 2 years,NA,NA,NA,NA,Data scientist,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,NA,NA,Disagree,NA,I am actively looking for a job,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Professional development sponsorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7033,Professional developer,"Yes, I program as a hobby",United States,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,Fewer than 10 employees,"Sole proprietorship or partnership, not in startup mode",20 or more years,14 to 15 years,NA,Web developer,Full stack Web developer,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7034,Student,"Yes, I program as a hobby",India,"Yes, full-time",Employed part-time,Secondary school,NA,A few days each month,Fewer than 10 employees,Pre-series A startup,3 to 4 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Disagree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Agree,Disagree,Agree,I am actively looking for a job,0,Between 1 and 2 years ago,Important,Important,Important,Important,Very important,Important,Very important,Very important,Very important,Important,Important,Important,Important,Important,Somewhat important,Stock options; Health benefits; Professional development sponsorship; Education sponsorship; Remote options,No,LinkedIn; Naukri,NA,I was contacted directly by someone at the company (e.g. internal recruiter),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabs,NA,Online course; On-the-job training; Coding competition; Hackathon,NA,NA,NA,8:00 AM,C; C#; Java; Python; SQL,NA,NA,NA,NA,NA,Arduino,NA,Notepad++; Sublime Text; Eclipse; PyCharm; Visual Studio,Keep the room absolutely quiet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,NA,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,A lot of influence,No influence at all,No influence at all,A lot of influence,Some influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10,Desktop; Android browser; Android app,Several times,NA,Several times,NA,NA,NA,Once or twice,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,High school,South Asian,Somewhat agree,Somewhat agree,Disagree,Agree,NA,NA
7035,None of these,"Yes, I program as a hobby",Costa Rica,No,"Independent contractor, freelancer, or self-employed",Primary/elementary school,NA,NA,NA,NA,1 to 2 years,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agile,Visual Source Safe,Multiple times a day,Agree,Agree,Agree,Agree,Agree,Agree,Agree,On time/in budget,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7036,Professional developer,"Yes, both",Canada,No,Employed full-time,Some college/university study without earning a bachelor's degree,Computer programming or Web development,Never,"10,000 or more employees",Publicly-traded corporation,20 or more years,15 to 16 years,NA,Embedded applications/devices developer; Desktop applications developer; Other,NA,NA,NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,I am not interested in new job opportunities,NA,Between 1 and 2 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vacation/days off; Health benefits; Professional development sponsorship,Yes,LinkedIn; Workopolis,I was just giving it a regular update,An external recruiter or headhunter,Important,Somewhat important,Very important,Somewhat important,Important,Somewhat important,Not at all important,Not very important,Not at all important,Important,NA,NA,Spaces,Somewhat important,Online course; Part-time/evening course; On-the-job training; Self-taught; Open source contributions,Official documentation; Trade book; Stack Overflow Q&A; Built-in help,NA,Get a job as a QA tester; Contribute to open source; Part-time/evening courses; Buy books and work through the exercises,10:00 AM,C++; C#; Groovy; Java,Groovy; Java; Lua,NA,NA,SQLite,NA,Android,Android,Sublime Text; Android Studio; Eclipse; Visual Studio,Turn on some music,Waterfall; Agile; Pair,Subversion,Multiple times a day,Somewhat agree,Somewhat agree,Disagree,Agree,Strongly agree,Disagree,Somewhat agree,Customer satisfaction; On time/in budget; Peers' rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have created a CV or Developer Story on Stack Overflow,7,Desktop; Android app,Several times,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Male,"Some college/university study, no bachelor's degree",White or of European descent,Disagree,Somewhat agree,Disagree,Agree,NA,NA
7037,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",United States,No,Employed full-time,Doctoral degree,Mathematics or statistics,"More than half, but not all, the time","1,000 to 4,999 employees",Government agency or public school/university,20 or more years,20 or more years,NA,NA,NA,NA,Educator or academic,8,7,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,I am not interested in new job opportunities,NA,More than 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retirement; Vacation/days off; Health benefits; Long-term leave; Remote options,No,LinkedIn,NA,Some other way,Important,Somewhat important,Very important,Not very important,Somewhat important,Somewhat important,Not very important,Somewhat important,Not very important,Very important,NA,NA,Tabs,NA,Self-taught; Open source contributions,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Built-in help; Other,NA,NA,9:00 AM,Clojure; Java; Julia; Smalltalk; Swift,Clojure; Julia; Smalltalk,Hadoop; React; Spark,React; Spark,SQLite,MongoDB,Android; iOS; Mac OS,iOS; Raspberry Pi,Atom; Android Studio; IntelliJ; Xcode,Keep the room absolutely quiet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat satisfied,Satisfied,I am the final decision maker,Not much influence,No influence at all,Not much influence,A lot of influence,Not much influence,Some influence,No influence at all,No influence at all,No influence at all,Some influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",6,Desktop; iOS browser,Several times,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Male,High school,White or of European descent,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,NA,NA
7038,Student,"Yes, both",United States,"Yes, full-time","Not employed, and not looking for work",Some college/university study without earning a bachelor's degree,Mathematics or statistics,NA,NA,NA,7 to 8 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some other way,Strongly agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,I am not interested in new job opportunities,NA,Less than a year ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vacation/days off; Health benefits; Equipment; Expected work hours; Meals,Yes,NA,NA,NA,Somewhat important,Important,Somewhat important,Somewhat important,Important,Not very important,Somewhat important,Not very important,Not at all important,Important,NA,NA,Tabs,NA,Self-taught; Coding competition; Hackathon; Open source contributions,Official documentation; Stack Overflow Q&A; Built-in help,NA,NA,Noon,Java; JavaScript; R; Swift,JavaScript; R; Swift,Node.js,Node.js,MongoDB,MongoDB,iOS,iOS,Atom; Vim,Keep the room absolutely quiet,Agile; Scrum,Git,Multiple times a day,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Disagree,Hours worked; Benchmarked product performance; Self-rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",5,Desktop; iOS browser,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,At least once each day,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Male,A master's degree,South Asian; White or of European descent,Agree,Somewhat agree,Disagree,Agree,NA,NA
7039,Professional developer,"Yes, both",India,No,Employed full-time,Master's degree,Computer science or software engineering,About half the time,"10,000 or more employees","Privately-held limited company, not in startup mode",5 to 6 years,5 to 6 years,NA,Web developer,Full stack Web developer,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,"Enunciating each letter: ""gee eye eff""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not actively looking, but I am open to new opportunities",6,Between 2 and 4 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7040,Professional developer,"Yes, I program as a hobby",Malaysia,No,Employed full-time,Master's degree,Computer science or software engineering,Never,Fewer than 10 employees,"Privately-held limited company, not in startup mode",14 to 15 years,3 to 4 years,NA,Desktop applications developer,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Strongly agree,Agree,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,LinkedIn; Other,I saw an employer's advertisement,A general-purpose job board,Very important,Somewhat important,Important,Not very important,Not very important,Not very important,Not very important,Somewhat important,Not very important,Important,NA,Somewhat underpaid,Both,Important,On-the-job training; Self-taught; Open source contributions,Official documentation; Stack Overflow Q&A; Company internal community; Built-in help,NA,Return to college; Take online courses; Bootcamp,9:00 AM,C++; C#; Java; JavaScript,C#; Java,NA,NA,NA,NA,Windows Desktop,NA,Notepad++; Eclipse; Visual Studio,Turn on some music,NA,Git,Multiple times a day,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Customer satisfaction; On time/in budget; Manager's rating; Peers' rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have created a CV or Developer Story on Stack Overflow,7,Desktop; Android browser,At least once each week,Several times,Once or twice,Once or twice,Once or twice,Haven't done at all,Once or twice,Haven't done at all,Somewhat agree,Disagree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Male,A master's degree,White or of European descent,Disagree,Disagree,Disagree,Agree,13721.9730941704,NA
7041,Student,"Yes, both",India,"Yes, full-time","Not employed, but looking for work",Secondary school,NA,NA,NA,NA,3 to 4 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Disagree,Strongly agree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Online course; Self-taught; Coding competition; Hackathon,Official documentation; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Company internal community; Built-in help,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agile; Lean; Pair; Mob; Kanban; Evidence-based SWE; Domain-driven design,Git,A few times a week,NA,NA,NA,NA,NA,NA,NA,NA,Satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7042,Professional developer,"Yes, I program as a hobby",Japan,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,20 or more years,20 or more years,NA,Desktop applications developer,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not actively looking, but I am open to new opportunities",0,More than 4 years ago,Important,Not very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Important,Not at all important,Important,Very important,Important,Important,Important,Vacation/days off; Health benefits; Private office; Professional development sponsorship; Expected work hours,No,LinkedIn,A recruiter contacted me,An external recruiter or headhunter,Very important,Important,Important,Not at all important,Not very important,Somewhat important,Not at all important,Somewhat important,Not very important,Very important,Japanese yen (¥),NA,Both,Important,Online course; On-the-job training; Self-taught; Coding competition; Hackathon; Open source contributions,Official documentation; Stack Overflow Q&A; Built-in help,NA,Return to college; Take online courses; Buy books and work through the exercises; Other,9:00 AM,C; C++; Python,C; C++; Java; Python,NA,NA,NA,NA,Linux Desktop,Android; Linux Desktop,Notepad++; Vim,Keep the room absolutely quiet,Waterfall,Subversion,Multiple times a day,Agree,Somewhat agree,Disagree,Agree,Strongly agree,Agree,Agree,On time/in budget; Manager's rating; Peers' rating; Self-rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10,Desktop; Android app,At least once each week,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Several times,At least once each week,Once or twice,Somewhat agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Male,"Some college/university study, no bachelor's degree",White or of European descent,Disagree,Somewhat agree,Disagree,Agree,NA,NA
7043,Professional developer,"Yes, both",Vietnam,"Yes, full-time",Employed full-time,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,2 to 3 years,2 to 3 years,NA,Web developer,Full stack Web developer,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Agree,Strongly agree,"I'm not actively looking, but I am open to new opportunities",NA,Less than a year ago,Very important,Important,Very important,Important,Very important,Important,Important,NA,NA,NA,NA,NA,NA,NA,NA,Expected work hours,No,Other,I saw an employer's advertisement,A general-purpose job board,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Important,Somewhat important,Important,Important,Very important,NA,NA,Spaces,Very important,Online course; On-the-job training; Open source contributions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Satisfied,Somewhat satisfied,Satisfied,No influence at all,Not much influence,Not much influence,Not much influence,Not much influence,Not much influence,Not much influence,No influence at all,No influence at all,No influence at all,Not much influence,I have created a CV or Developer Story on Stack Overflow,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,NA,NA,NA
