,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
9945,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,Engineer,Machine learning developer,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",1 - 2 years,1.5,"Less than $10,000",5000.0,3.35,C; C++; C#; Matlab,Arduino / Raspberry Pi; Python,Other (please specify),3.0,Unemployed,,,,,,,,Notepad++,Other (please specify),None,Cats,Windows 7,I don't know,2 - 100,Once a month,I'm curious,I'm self-taught,I am actively looking for a new job,Work/life balance; Opportunity for advancement; Company culture; Flexible work hours,Writing my CV and keeping it updated,30%,Introduce me to the team; Prepare me for who I will be speaking with,Star Trek,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Agree completely,Agree completely,Agree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,Poor documentation; Corporate policies; Non-technical management,To get help for my job; Because I can't do my job without it; Beacause I love to learn
10005,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,,other,,Less than 1 year,0.5,"Less than $10,000",5000.0,3.35,Ruby,Android; ReactJS,Yes,2.0,Freelance / Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$30,000 - $40,000",35000.0,3.35,C#; F#,F#,No,10.0,Employed full-time,Software Products,500-999 employees,20+ people,2,Full-time remote,I'm somewhat dissatisfied with my job,Contacted by external recruiter,Visual Studio,Multiple times a day,5-10 hours per week,Cats,Windows 10,Yes,,Multiple times a day,I want to be a better developer,I'm self-taught; B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Tech stack; Work/life balance; Company culture; Building something that's significant; Remote working option,Writing cover letters,80%,Show me more live code; Offer remote interviews (e.g. via video conference); Introduce me to the team,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Disagree completely,Agree completely,Disagree somewhat,Agree somewhat,Disagree completely,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,I don't care about this,Fragile code base; Poor infrastructure or equipment; Limited resources,To give help to others; whyso_onlinepresence; To discover new job opportunities; To communicate with others like me; Beacause I love to learn
10154,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,3.35,C#; F#,F#,No,10.0,Employed full-time,Software Products,500-999 employees,20+ people,2,Full-time remote,I'm somewhat dissatisfied with my job,Contacted by external recruiter,RubyMine; Visual Studio,Multiple times a day,5-10 hours per week,Cats,Windows 10,Yes,"501 - 1,000",Once a day,I want to be a better developer,I'm self-taught; B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Tech stack; Work/life balance; Opportunity for advancement; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Writing cover letters,80%,Show me more live code; Offer remote interviews (e.g. via video conference),Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Disagree completely,,Disagree somewhat,Agree somewhat,Disagree completely,This is somewhat important,I don't care about this,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,,
10163,Meta Stack Overflow Post,Brazil,South America,South America,< 20,16.0,Male,Developer; Programmer,Desktop developer,Desktop developer,2 - 5 years,3.5,,,3.35,C#; Java; JavaScript; Python; Visual Basic; Windows Phone,"Android; C; C++; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; PHP; Python; SQL; SQL Server; Visual Basic; Windows Phone",,8.0,I'm a student,,,,,,,,Notepad++; Visual Studio,Multiple times a day,20+ hours per week,Dogs,Windows 8,No,"1,001 - 5,000",Once a day,To build a specific product I have in mind,I'm self-taught,I am actively looking for a new job,Salary; Company size; Work/life balance; Office location; Company reputation,Finding an open job that I'm qualified for,70%,Show me more live code; Be more flexible about interview scheduling; Introduce me to the team,Star Wars,Agree completely,Agree somewhat,Agree completely,Neutral,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Neutral,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Unrealistic expectations; Outdated technologies; Poor infrastructure or equipment,To give help to others; whyso_onlinepresence; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
10428,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer,,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10455,Meta Stack Overflow Post,Brazil,South America,South America,20-24,22.0,Male,Developer; Programmer,Student,Student,1 - 2 years,1.5,Unemployed,,3.35,Android; C; Java,Android; C; C++; C#; iOS; Java; JavaScript,Yes,7.0,I'm a student,,,,,,,,Android Studio,Once a day,10-20 hours per week,Other (please specify),Windows 8,Yes,1,Multiple times a day,To build a specific product I have in mind,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Company stage; Opportunity for advancement; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Finding an open job that I'm qualified for,10%,Offer remote interviews (e.g. via video conference); Show me the space in which I will work; Fewer brainteasers,Star Wars,Neutral,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Neutral,Agree completely,Neutral,Agree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,Inefficient development processes; Fragile code base; Poor documentation,To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
10481,Meta Stack Overflow Post,Brazil,South America,South America,25-29,27.0,Male,Developer; Engineer; Programmer; Sr. Developer; Hacker,Desktop developer,Desktop developer,11+ years,13.0,"$30,000 - $40,000",35000.0,3.35,AngularJS; C#; F#; Java; JavaScript; MongoDB; Node.js,C#; F#; Node.js; Python; ReactJS,Yes,7.0,Self-employed,Gaming,1-4 employees,1-4 people,0,Full-time remote,I love my job,Self-employed - I created my own job,Emacs; Sublime; Visual Studio,Multiple times a day,5-10 hours per week,Cats,Windows 10,Yes,101 - 500,Very rarely,To build a specific product I have in mind,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Quality of colleagues; Building something that's significant; Flexible work hours; Building something that's innovative,The interview process,60%,Show me more live code; Introduce me to the team; Fewer brainteasers,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Neutral,Neutral,Agree somewhat,Disagree completely,Disagree completely,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,I don't care about this,Poor team dynamics; Corporate policies; Non-technical management,To get help for my job; To give help to others; To communicate with others like me
10500,Meta Stack Overflow Post,Brazil,South America,South America,35-39,37.0,Male,Developer; Sr. Developer; Manager,Designer,Designer,11+ years,13.0,"$20,000 - $30,000",25000.0,3.35,Android; C#; iOS; PHP; SQL; WordPress,Android; C#; iOS,No,4.0,Self-employed,Gaming,5-9 employees,1-4 people,0,I rarely work remotely,I love my job,Self-employed - I created my own job,Notepad++; Visual Studio Code,Multiple times a day,1-2 hours per week,Other (please specify),Windows 7,I don't know,2 - 100,Once a week,I learn new technology when my job requires it,I'm self-taught; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Salary; Ability to make or influence important decisions; Industry; Work/life balance; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Flexible work hours,The interview process,10%,Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Neutral,Agree somewhat,Agree somewhat,Neutral,Agree completely,Neutral,Disagree somewhat,Agree somewhat,This is very important,This is very important,I don't care about this,I don't care about this,This is somewhat important,I don't care about this,I don't care about this,This is very important,I don't care about this,This is somewhat important,Limited resources,To get help for my job; To give help to others; To receive help on my personal projects
10579,Meta Stack Overflow Post,Brazil,South America,South America,< 20,16.0,Male,Developer; Programmer; Ninja; Full-stack Developer,Back-end web developer,Back-end web developer,1 - 2 years,1.5,"Less than $10,000",5000.0,3.35,Android; AngularJS; C; C++; C#; Java; JavaScript; PHP; Python; Ruby; SQL,AngularJS; JavaScript; Ruby,Yes,7.0,Other (please specify),Software Products,10-19 employees,5-9 people,3,Part-time remote,I'm somewhat satisfied with my job,A friend referred me,Sublime; RubyMine,Multiple times a day,5-10 hours per week,Cats,Ubuntu,I don't know,1,Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Company stage; Flexible work hours,Writing my CV and keeping it updated,60%,Show me more live code; Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team; interview_coffee; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Disagree completely,Agree somewhat,Agree completely,Disagree completely,Disagree completely,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,Poor team dynamics; Inefficient development processes; Fragile code base; Unrealistic expectations; Poor documentation; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Unspecific requirements,To get help for my job; To give help to others; To receive help on my personal projects; Beacause I love to learn
10712,Meta Stack Overflow Post,Brazil,South America,South America,< 20,16.0,Male,Developer; Programmer; Guru; Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,3.35,Arduino / Raspberry Pi; C++; C#; JavaScript; PHP; Python; SQL; SQL Server; WordPress,"Android; C; C++; C#; Cloud (AWS, GAE, Azure, etc.); iOS; Java; Python; SQL",No,7.0,Freelance / Contractor,Software Products,10-19 employees,1-4 people,1,Part-time remote,I'm somewhat dissatisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Atom; Sublime; Android Studio; IntelliJ; PhpStorm; Visual Studio,Multiple times a day,5-10 hours per week,Dogs,Windows 10,No,101 - 500,Multiple times a day,I'm curious,I'm self-taught; Industry certification program; B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Writing my CV and keeping it updated,40%,interview_coffee; Show me the space in which I will work; Fewer brainteasers,,Disagree somewhat,Agree completely,Agree completely,Agree completely,Agree completely,Disagree somewhat,Neutral,Agree completely,Agree completely,Disagree completely,I don't care about this,This is somewhat important,I don't care about this,This is somewhat important,This is very important,I don't care about this,This is somewhat important,I don't care about this,This is somewhat important,I don't care about this,Poor team dynamics; Inefficient development processes; Fragile code base; Unrealistic expectations; Poor documentation; Outdated technologies; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements; Trying to be nice,To get help for my job; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
10836,Meta Stack Overflow Post,Brazil,South America,South America,25-29,27.0,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"Less than $10,000",5000.0,3.35,"C; C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; Redis; SQL",Android; Arduino / Raspberry Pi; AngularJS; iOS; ReactJS,Yes,9.0,Freelance / Contractor,Software Products,1-4 employees,1-4 people,1,Full-time remote,I love my job,Self-employed - I created my own job,Notepad++; PhpStorm; PyCharm,Multiple times a day,1-2 hours per week,Dogs,Windows 10,No,2 - 100,Once a day,To build a specific product I have in mind,I'm self-taught; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company reputation; Remote working option; Flexible work hours; Building something that's innovative,Writing my CV and keeping it updated,50%,Show me more live code; Offer remote interviews (e.g. via video conference); Introduce me to the boss; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars; Star Trek,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Agree somewhat,Agree completely,Agree somewhat,Neutral,Neutral,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,Poor team dynamics; Inefficient development processes; Unrealistic expectations; Poor documentation; Outdated technologies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Unspecific requirements; Trying to be nice,To get help for my job; To receive help on my personal projects; Beacause I love to learn
10899,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,Developer; Engineer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$40,000 - $50,000",45000.0,3.35,AngularJS; Java; Python; SQL,Android; AngularJS; Cassandra; Hadoop; Java; JavaScript; MongoDB; Python; Spark,No,8.0,Freelance / Contractor,Healthcare,1-4 employees,1-4 people,1,Full-time remote,I love my job,A friend referred me,Atom; Sublime; Eclipse; IntelliJ; PyCharm,Once a day,2-5 hours per week,Dogs,Ubuntu,Yes,2 - 100,Once a day,I'm curious,I'm self-taught; On-the-job training; B.A. in Computer Science (or related field),I am actively looking for a new job,Company culture; Building something that's significant; Remote working option,Interesting companies rarely respond to me,50%,Show me more live code; Offer remote interviews (e.g. via video conference); Introduce me to the boss,Star Wars,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Neutral,Agree completely,Agree completely,Agree somewhat,Disagree completely,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,Fragile code base; Unrealistic expectations; Poor documentation; Outdated technologies; Poor infrastructure or equipment; Unspecific requirements; Limited resources,To communicate with others like me
10945,Meta Stack Overflow Post,Brazil,South America,South America,25-29,27.0,Male,Developer; Programmer,,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10949,Meta Stack Overflow Post,Brazil,South America,South America,25-29,27.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$50,000 - $60,000",55000.0,3.35,C++; Java; JavaScript; Python,C#; Go; Java; Python,No,10.0,Employed full-time,Software Products,20-99 employees,5-9 people,0,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,IntelliJ,Multiple times a day,2-5 hours per week,Cats,Mint,Yes,"5,001 - 10,000",Once a day,I'm curious,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Flexible work hours; Building something that's innovative,The interview process,100%,Show me more live code; interview_coffee; Prepare me for who I will be speaking with,Star Wars,Neutral,Agree somewhat,Agree completely,Agree completely,Neutral,Disagree completely,Neutral,Agree somewhat,Agree somewhat,Disagree completely,I don't care about this,This is very important,I don't care about this,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,Inefficient development processes; Unrealistic expectations; Poor documentation; Interacting with non-technical people; Limited resources,To get help for my job; To give help to others; whyso_onlinepresence; To communicate with others like me
10989,Meta Stack Overflow Post,Brazil,South America,South America,35-39,37.0,Male,Developer; Engineer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,3.35,Java; JavaScript,Android; iOS; Java; JavaScript; MongoDB; PHP; Python; SQL; WordPress,Yes,7.0,Employed full-time,Software Products,100-499 employees,10-14 people,1,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Sublime; IntelliJ,Multiple times a day,1-2 hours per week,Dogs,Windows 7,Yes,101 - 500,Very rarely,To keep my skills up to date,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)",I am actively looking for a new job,Salary; Work/life balance; Remote working option,Interesting companies rarely respond to me,10%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference),Star Trek,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Agree somewhat,Disagree somewhat,Agree completely,Disagree somewhat,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is very important,I don't care about this,Corporate policies; Outdated technologies; Unspecific requirements,To get help for my job; To receive help on my personal projects; Beacause I love to learn
10996,Meta Stack Overflow Post,Brazil,South America,South America,35-39,37.0,Male,Guru; Expert; Hacker,other,,11+ years,13.0,"$40,000 - $50,000",45000.0,3.35,Android; Java,Android; C; C++; Java,No,,Employed full-time,Finance / Banking,"10,000+ employees",5-9 people,2,I rarely work remotely,I'm somewhat dissatisfied with my job,Other,Vim; Android Studio; Eclipse,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",1-2 hours per week,Cats,Windows 7,Yes,"1,001 - 5,000",Once a week,I'm curious,I'm self-taught; Industry certification program,I am actively looking for a new job,Salary; Work/life balance; Office location,Other (please specify),100%,Introduce me to the boss; Introduce me to the team; Fewer brainteasers,Star Wars,Neutral,Agree somewhat,Agree completely,Disagree somewhat,Disagree completely,Neutral,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree completely,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,Unrealistic expectations; Interacting with stupid people; Unspecific requirements,To give help to others; whyso_onlinepresence
11041,Meta Stack Overflow Post,Brazil,South America,South America,35-39,37.0,Male,Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,3.35,"Android; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; MongoDB; Node.js; Objective-C; SQL; SQL Server","Android; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; MongoDB; Node.js; Objective-C; Ruby; SQL; SQL Server",Yes,8.0,Employed full-time,Telecommunications,100-499 employees,1-4 people,0,Part-time remote,I'm somewhat satisfied with my job,LinkedIn,Sublime; Android Studio; Visual Studio; Visual Studio Code; Xcode,A couple times a week,2-5 hours per week,Other (please specify),Windows 8,I don't know,1,Multiple times a day,To keep my skills up to date,I'm self-taught; On-the-job training; B.A. in Computer Science (or related field),I am actively looking for a new job,Salary; Health insurance; Work/life balance; Office location; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,The interview process,70%,Fewer brainteasers,,Neutral,Neutral,Agree completely,Agree completely,Disagree completely,Disagree somewhat,Disagree completely,Disagree completely,Neutral,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,This is somewhat important,I don't care about this,This is very important,This is very important,Outdated technologies; Poor infrastructure or equipment; Trying to be nice,To get help for my job; Beacause I love to learn
11042,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,Rockstar,Data scientist,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",1 - 2 years,1.5,"$60,000 - $70,000",65000.0,3.35,R,C++; R,Other (please specify),,Employed full-time,Government,"1,000-4,999 employees",10-14 people,0,Never,I'm neither satisfied nor dissatisfied,Other,RStudio,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,Yes,"5,001 - 10,000",Multiple times a day,Other (please specify),I'm self-taught,I am actively looking for a new job,Salary; Work/life balance; Office location; Flexible work hours; Building something that's innovative,The interview process,100%,Show me more live code; Offer remote interviews (e.g. via video conference); Prepare me for who I will be speaking with,Star Wars,Neutral,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree somewhat,Neutral,Agree completely,Agree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,Poor team dynamics; Inefficient development processes; Fragile code base; Poor documentation; Corporate policies; Non-technical management; Poor infrastructure or equipment; Changing requirements; Limited resources,To get help for my job; To give help to others; Because I can't do my job without it; whyso_onlinepresence; To demonstrate that I'm good at what I do; To communicate with others like me; Beacause I love to learn
11050,Meta Stack Overflow Post,Brazil,South America,South America,20-24,22.0,Male,Developer; Programmer; Manager,Desktop developer,Desktop developer,2 - 5 years,3.5,"Less than $10,000",5000.0,3.35,,Android; Cordova; Java; JavaScript; PHP,Yes,7.0,Employed full-time,Media / Advertising,20-99 employees,1-4 people,0,Never,I love my job,A friend referred me,Notepad++; Sublime,Once a day,1-2 hours per week,Dogs,Windows 10,Yes,"501 - 1,000",Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Company size; Work/life balance; Office location; Building something that's significant; Building something that's innovative,Writing my CV and keeping it updated,30%,Introduce me to the boss; Introduce me to the team; interview_coffee; Show me the space in which I will work; Fewer brainteasers,,Agree completely,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,Disagree completely,Disagree somewhat,Disagree completely,Agree somewhat,Disagree completely,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,This is somewhat important,Inefficient development processes; Fragile code base; Poor scheduling; Poor documentation; Corporate policies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements; Limited resources; Trying to be nice,To get help for my job; To give help to others; To discover new job opportunities; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
11156,Meta Stack Overflow Post,Brazil,South America,South America,30-34,32.0,Male,Developer; Programmer,Analyst,Analyst,6 - 10 years,8.0,"$10,000 - $20,000",15000.0,3.35,Android; C#; Java; JavaScript; Objective-C; SQL; Visual Basic; Windows Phone,AngularJS; iOS; ReactJS,Yes,7.0,Employed full-time,Software Products,100-499 employees,10-14 people,1,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,Notepad++; NetBeans; Visual Studio; Xamarin,Multiple times a day,2-5 hours per week,Dogs,Windows 8,No,"501 - 1,000",Multiple times a day,I want to be a better developer,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Opportunity for advancement; Company culture; Building something that's significant; Building something that's innovative,Searching for a job that seems interesting,70%,interview_coffee; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree completely,Agree somewhat,Neutral,Disagree completely,Neutral,Disagree somewhat,Agree completely,Neutral,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,This is very important,This is very important,This is very important,I don't care about this,I don't care about this,Poor team dynamics; Inefficient development processes; Unrealistic expectations; Non-technical management; Unspecific requirements,To get help for my job; whyso_onlinepresence; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
11160,Meta Stack Overflow Post,Brazil,South America,South America,25-29,27.0,Male,Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",6 - 10 years,8.0,"$10,000 - $20,000",15000.0,3.35,Android; iOS; JavaScript; Node.js; Objective-C; PHP; SQL; Swift,"AngularJS; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; Node.js; Swift",Yes,8.0,Self-employed,Internet,5-9 employees,5-9 people,1,I rarely work remotely,I love my job,Self-employed - I created my own job,Vim; Xcode,Multiple times a day,1-2 hours per week,Dogs,Mac OS X,Other (please specify),2 - 100,Multiple times a day,I'm curious,"Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field)",I am not interested in new job opportunities,Work/life balance; Flexible work hours; Building something that's innovative,Writing cover letters,60%,Show me more live code; Be more flexible about interview scheduling; Show me the space in which I will work,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Neutral,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,I don't care about this,This is very important,This is somewhat important,I don't care about this,Unrealistic expectations; Outdated technologies; Non-technical management,To get help for my job; To give help to others; Beacause I love to learn
11195,Meta Stack Overflow Post,Brazil,South America,South America,25-29,27.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,3.35,AngularJS; JavaScript; Node.js; PHP; SQL; WordPress,AngularJS; JavaScript; Node.js; PHP,No,5.0,Employed full-time,Web Services,1-4 employees,1-4 people,0,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),NetBeans; PhpStorm,Once a day,1-2 hours per week,Dogs,Windows 10,No,101 - 500,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Work/life balance; Job title; Flexible work hours,Finding an open job that I'm qualified for,30%,Be more flexible about interview scheduling; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree completely,Neutral,Agree somewhat,Agree somewhat,Neutral,Disagree completely,Neutral,Agree somewhat,Neutral,Neutral,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,Poor documentation; Unspecific requirements; Limited resources,To get help for my job; To give help to others
11257,Meta Stack Overflow Post,Brazil,South America,South America,25-29,27.0,Male,Developer; Programmer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,3.35,Java; JavaScript; SQL,Android; iOS; Java; JavaScript,Yes,7.0,Employed full-time,Consumer Products,20-99 employees,5-9 people,0,Never,I'm somewhat satisfied with my job,Contacted by external recruiter,Notepad++; Sublime; Vim; Eclipse,A few times a month,2-5 hours per week,Other (please specify),Windows 10,Yes,101 - 500,Multiple times a day,To build a specific product I have in mind,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field)",I am not interested in new job opportunities,Salary; Work/life balance; Opportunity for advancement,Writing my CV and keeping it updated,30%,Show me more live code; Introduce me to the team; Show me the space in which I will work,Star Wars,Agree somewhat,Neutral,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Neutral,Agree somewhat,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,Unspecific requirements,To get help for my job; To receive help on my personal projects
