Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
18964,I am a developer by profession,Yes,28,8,Yearly,50000,50000,Canada,United States dollar,USD,DynamoDB;Elasticsearch;MariaDB;PostgreSQL;Redis,Couchbase;DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;DevOps specialist;System administrator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",C#;Dart;Python;Ruby;Rust;SQL;TypeScript,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;Swift;TypeScript,Ansible;Flutter;Keras;Node.js;React Native;TensorFlow;Teraform;Unity 3D,.NET;Ansible;Chef;Flutter;Keras;Node.js;Pandas;TensorFlow;Teraform;Unity 3D;Xamarin,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Somewhat important,Just because;Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a year,No,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,MacOS,20 to 99 employees,AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;WordPress,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Windows;WordPress,I have a great deal of influence,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django;Flask;Laravel;React.js;Symfony;Vue.js,Angular;Angular.js;Django;Express;Flask;Laravel;React.js;Symfony;Vue.js,Just as welcome now as I felt last year,37.5,11,5
18965,I am a student who is learning to code,Yes,23,13,NA,NA,NA,Germany,NA,NA,Couchbase;PostgreSQL;Redis;SQLite,Couchbase;DynamoDB;IBM DB2;MySQL;PostgreSQL;Redis;SQLite,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,White or of European descent,Man,Industry that I’d be working in;Remote work options;Office environment or company culture,NA,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Bash/Shell/PowerShell;C#;Dart;Go;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript,.NET Core;Ansible;Flutter;Puppet;React Native;TensorFlow;Teraform,.NET Core,"Github;Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)","Github;Gitlab;Google Suite (Docs, Meet, etc)",NA,NA,NA,NA,NA,Every few months,No,NA,No,NA,Start a free trial,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity,Linux-based,NA,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi,NA,Gay or Lesbian,Yes,"No, not really",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular;ASP.NET Core,Angular;ASP.NET Core;jQuery;Spring,Just as welcome now as I felt last year,NA,10,NA
18966,I am a developer by profession,Yes,NA,13,NA,NA,NA,United States,United States dollar,USD,Firebase;Microsoft SQL Server;MongoDB,Microsoft SQL Server,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Engineer, data;Engineer, site reliability","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,NA,NA,NA,Very satisfied,I am not interested in new job opportunities,C#;JavaScript;Python;TypeScript,C#;C++;Java;JavaScript;Python;TypeScript,.NET;.NET Core;Keras;Node.js;Pandas;TensorFlow;Torch/PyTorch,.NET;.NET Core;Node.js;Pandas,Jira;Github;Microsoft Teams,Github;Microsoft Teams,NA,NA,Very important,NA,NA,Once a year,Not sure,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,NA,Stack Overflow (public Q&A for anyone who codes),NA,Windows,"10,000 or more employees",AWS;Docker;Google Cloud Platform;Microsoft Azure;Windows,Windows,I have some influence,NA,Yes,"Yes, somewhat",A few times per week,A few times per week,Neither easy nor difficult,Appropriate in length,NA,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Angular,Angular;ASP.NET;jQuery,Just as welcome now as I felt last year,45,5,2
18967,I am a developer by profession,Yes,42,10,Yearly,58320,63043,Netherlands,European Euro,EUR,Microsoft SQL Server,Microsoft SQL Server,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,White or of European descent,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",Very satisfied,I am not interested in new job opportunities,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL,.NET Core;Flutter;Unity 3D;Xamarin,.NET;.NET Core;Xamarin,Github;Slack;Microsoft Teams;Microsoft Azure,Slack,Yes,Somewhat important,Somewhat important,NA,NA,Once a year,Not sure,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Indifferent,Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Windows,20 to 99 employees,Android;Microsoft Azure;Windows,Android;Windows,I have some influence,Straight / Heterosexual,No,"No, not at all",NA,Daily or almost daily,Easy,Appropriate in length,No,NA,Angular;ASP.NET Core;Vue.js,ASP.NET;ASP.NET Core;jQuery,Just as welcome now as I felt last year,44,32,23
18968,I am a developer by profession,Yes,36,14,Yearly,70000,75669,Germany,European Euro,EUR,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test","Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Remote work options;How widely used or impactful my work output would be,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",C#;HTML/CSS;JavaScript;SQL,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,.NET;.NET Core;Unity 3D,.NET,Microsoft Teams,Microsoft Teams,Not sure,Somewhat important,Very important,Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies,Personal network - friends or family;Directly asking current or past employees at the company,Once a year,No,No,No,Rarely: 1-2 days per year or less,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,"1,000 to 4,999 employees",Windows,Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",Daily or almost daily,Multiple times per day,Easy,Too short,No,"Computer science, computer engineering, or software engineering",Angular.js;ASP.NET;ASP.NET Core,Angular.js;ASP.NET,Just as welcome now as I felt last year,40,21,10
18969,I am a developer by profession,Yes,50,12,Monthly,170000,1e+06,Australia,Australian dollar,AUD,MariaDB;Microsoft SQL Server;MySQL;Oracle,Microsoft SQL Server;Oracle,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;How widely used or impactful my work output would be;Office environment or company culture",Very satisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Julia;Kotlin;Python;R;Rust;SQL;Swift,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,.NET;.NET Core;Xamarin,.NET;.NET Core,Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure,Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure,No,Neutral,Very important,Curious about other opportunities;Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Read other media like news articles, founder profiles, etc. about the company",Once every few years,Not sure,Onboarding? What onboarding?,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,20 to 99 employees,Android;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,Linux;Microsoft Azure;Windows,I have little or no influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",ASP.NET;ASP.NET Core;jQuery,ASP.NET;ASP.NET Core;jQuery;Vue.js,Just as welcome now as I felt last year,40,38,23
18970,I am a developer by profession,Yes,45,15,Yearly,143500,143500,Nomadic,United States dollar,USD,DynamoDB;MongoDB;PostgreSQL;SQLite,Microsoft SQL Server,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Black or of African descent,Man,"Diversity of the company or organization;Languages, frameworks, and other technologies I’d be working with;Family friendliness",Slightly satisfied,I am actively looking for a job,Julia,C#;Python;SQL,Apache Spark;Node.js;Pandas;Xamarin,.NET;.NET Core,Microsoft Azure;Stack Overflow for Teams,Confluence;Jira;Github;Microsoft Teams;Trello,No,Somewhat important,Critically important,Better compensation;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company",Every few months,Not sure,Yes,Yes,Rarely: 1-2 days per year or less,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow,Windows,"1,000 to 4,999 employees",Kubernetes;Linux,Docker;Windows,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Easy,Too long,No,"A business discipline (such as accounting, finance, marketing, etc.)",Django,ASP.NET Core,Just as welcome now as I felt last year,40,25,21
18971,I am a developer by profession,No,20,17,Monthly,1400,3852,Brazil,Brazilian real,BRL,Firebase;MongoDB,Microsoft SQL Server;MySQL,"Developer, back-end;Developer, front-end;Developer, full-stack","Associate degree (A.A., A.S., etc.)",Employed part-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture;Opportunities for professional development",Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;PHP;SQL;TypeScript;VBA,Flutter,NA,Github,Github,No,Somewhat important,Somewhat important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Trouble with my direct manager;Better work/life balance;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase)",Every few months,Not sure,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Windows,20 to 99 employees,Android;iOS,Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",Angular,Angular,Not applicable - I did not use Stack Overflow last year,30,1,Less than 1 year
18972,I am a developer by profession,Yes,NA,13,Monthly,NA,NA,Finland,European Euro,EUR,Elasticsearch;MongoDB;PostgreSQL;Redis,Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite,"Developer, back-end;Developer, front-end;Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,NA,Industry that I’d be working in;How widely used or impactful my work output would be,Very satisfied,I am not interested in new job opportunities,HTML/CSS;Java;JavaScript;Python;Rust,C;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Apache Spark;Node.js;TensorFlow,Node.js,"Gitlab;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,Not sure,Yes,Yes,Never,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Linux-based,100 to 499 employees,AWS;Docker;Google Cloud Platform;Linux;Raspberry Pi,AWS;Heroku;Linux;Raspberry Pi,I have little or no influence,NA,Yes,"Yes, somewhat",Less than once per month or monthly,A few times per month or weekly,Neither easy nor difficult,Appropriate in length,NA,"Information systems, information technology, or system administration",Django;React.js;Spring;Vue.js,Django;Drupal;Flask;Laravel;React.js,Just as welcome now as I felt last year,40,8,4
18973,I am a developer by profession,Yes,31,5,Yearly,114000,114000,United States,United States dollar,USD,Elasticsearch;Microsoft SQL Server;MongoDB;Redis,Microsoft SQL Server,"Developer, back-end;Developer, full-stack;DevOps specialist","Associate degree (A.A., A.S., etc.)",Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Slightly dissatisfied,I am actively looking for a job,Bash/Shell/PowerShell;C#;Go;JavaScript;Python;Ruby;SQL;TypeScript,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL,.NET Core;Puppet;Teraform,.NET;.NET Core,Github;Slack;Microsoft Azure,Github;Gitlab;Microsoft Teams;Microsoft Azure,Yes,Extremely important,Fairly important,Curious about other opportunities;Better compensation;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Once a year,Not sure,No,No,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,Windows,"1,000 to 4,999 employees",AWS;Docker;Kubernetes;Microsoft Azure;Windows,Docker;Microsoft Azure;Windows,I have some influence,Straight / Heterosexual,No,"No, not really",NA,A few times per month or weekly,Easy,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Angular;ASP.NET Core;React.js;Ruby on Rails,Angular;ASP.NET;ASP.NET Core,Just as welcome now as I felt last year,50,25,5
18974,I am a developer by profession,No,24,14,Monthly,16000,3024,Russian Federation,Russian ruble,RUB,NA,NA,"Developer, back-end;Developer, QA or test",Some college/university study without earning a degree,Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Kotlin;TypeScript,C#,.NET Core;Xamarin,.NET Core,Github;Gitlab,Jira;Gitlab;Slack,No,Somewhat important,Somewhat important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities;Looking to relocate,Personal network - friends or family;Directly asking current or past employees at the company,Once every few years,Not sure,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Do other work and come back later,Windows,2 to 9 employees,Android,NA,I have little or no influence,Straight / Heterosexual,Yes,Not sure,Less than once per month or monthly,Daily or almost daily,Easy,Too short,No,"Computer science, computer engineering, or software engineering",ASP.NET Core;React.js,NA,Just as welcome now as I felt last year,30,10,1
18975,I code primarily as a hobby,Yes,NA,13,NA,NA,NA,Italy,NA,NA,NA,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,White or of European descent,Man,NA,NA,NA,C;C++;Go;Rust;TypeScript,Bash/Shell/PowerShell;JavaScript;Python,Node.js,Node.js,Github,Github,NA,NA,NA,NA,NA,Every few months,NA,NA,No,NA,Start a free trial;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Go for a walk or other physical activity,Windows,NA,Linux;Windows,Linux;Windows,NA,Straight / Heterosexual,NA,NA,NA,NA,Easy,Appropriate in length,No,NA,NA,NA,NA,NA,7,NA
18976,I am a developer by profession,No,36,10,Yearly,103000,103000,United States,United States dollar,USD,NA,PostgreSQL,Data scientist or machine learning specialist;Educator;Scientist,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,White or of European descent,Man,How widely used or impactful my work output would be;Office environment or company culture;Family friendliness,Very satisfied,"I’m not actively looking, but I am open to new opportunities",Julia,Bash/Shell/PowerShell;JavaScript;Julia;Python;R;SQL,NA,NA,Github,"Github;Slack;Google Suite (Docs, Meet, etc)",No,Neutral,Somewhat important,Just because;Curious about other opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a year,Yes,Onboarding? What onboarding?,Yes,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,MacOS,20 to 99 employees,Linux;MacOS,AWS;Docker;Google Cloud Platform;Linux;MacOS;Windows,I have some influence,Straight / Heterosexual,Yes,"No, not really",A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",NA,NA,Somewhat less welcome now than last year,40,21,7
18977,I am a developer by profession,No,35,17,Yearly,1e+05,1e+05,United States,United States dollar,USD,Elasticsearch,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,"Developer, back-end;Developer, front-end;Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,"Man;Non-binary, genderqueer, or gender non-conforming","Diversity of the company or organization;Languages, frameworks, and other technologies I’d be working with;Remote work options",Very satisfied,I am not interested in new job opportunities,HTML/CSS;Python;SQL,HTML/CSS;JavaScript;Python;SQL;TypeScript,NA,Node.js;React Native,"Gitlab;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",Not sure,Neutral,Not at all important/not necessary,Curious about other opportunities;Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Once a year,No,Yes,No,Sometimes: 1-2 days per month but less than weekly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Panic,MacOS,100 to 499 employees,Docker;Linux,Docker;Kubernetes;Linux;MacOS;Microsoft Azure;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per week,A few times per week,Easy,Appropriate in length,No,"A natural science (such as biology, chemistry, physics, etc.)",Vue.js,jQuery;React.js;Vue.js,Just as welcome now as I felt last year,40,12,7
18978,I am a developer by profession,Yes,30,16,Yearly,22540,24365,Greece,European Euro,EUR,MongoDB;Redis,DynamoDB;MongoDB;Redis,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;How widely used or impactful my work output would be;Opportunities for professional development",Slightly satisfied,I am not interested in new job opportunities,JavaScript;Python,JavaScript;Python,Apache Spark;Hadoop;Node.js;Pandas;Teraform,Node.js;Pandas,Jira;Github;Slack;Trello,"Jira;Github;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Very important,Curious about other opportunities;Better compensation;Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,Yes,No,Yes,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Meditate;Visit Stack Overflow;Do other work and come back later,Linux-based,20 to 99 employees,Arduino;Kubernetes,AWS;Docker,I have some influence,Straight / Heterosexual,Yes,Neutral,A few times per month or weekly,A few times per week,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django;React.js,Django;Express;Flask;React.js,Somewhat less welcome now than last year,45,13,10
18979,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,34,10,Yearly,120000,76668,New Zealand,New Zealand dollar,NZD,Cassandra;DynamoDB;Elasticsearch;PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,"Database administrator;Developer, full-stack;DevOps specialist;Engineer, site reliability;System administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Very satisfied,I am not interested in new job opportunities,Bash/Shell/PowerShell;Go;JavaScript;Python;Rust,Bash/Shell/PowerShell;Python,Ansible;Chef;Puppet;TensorFlow;Teraform,Ansible;Puppet;TensorFlow;Teraform,Gitlab,Github;Gitlab,Yes,Extremely important,Somewhat important,Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Read other media like news articles, founder profiles, etc. about the company",Every few months,Not sure,Onboarding? What onboarding?,Yes,Never,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Go for a walk or other physical activity;Watch help / tutorial videos,Linux-based,100 to 499 employees,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,AWS;Docker;Linux;Raspberry Pi,I have some influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",NA,NA,Just as welcome now as I felt last year,40,20,8
18980,I am a student who is learning to code,Yes,19,16,NA,NA,NA,United States,NA,NA,NA,NA,NA,Some college/university study without earning a degree,Student,Hispanic or Latino/a/x;Biracial,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Specific department or team I’d be working on",NA,I am not interested in new job opportunities,C++;HTML/CSS;Java;JavaScript;Python,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python;SQL,Keras;Pandas;Torch/PyTorch,NA,Github,Github,NA,NA,NA,NA,NA,Once a year,Yes,NA,No,NA,Start a free trial;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Windows,NA,Android,Android,NA,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",React.js,React.js,Just as welcome now as I felt last year,NA,4,NA
