,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
21391,Facebook,United Kingdom,Northern Europe,Western Europe,25-29,27.0,Male,Developer; Manager; Rockstar; Hacker,Front-end web developer,Front-end web developer,6 - 10 years,8.0,"$30,000 - $40,000",35000.0,4.22,JavaScript; Node.js; PHP; Redis; SQL,JavaScript; PHP; Redis; SQL,Yes,7.0,Self-employed,Web Services,1-4 employees,1-4 people,0,Full-time remote,I love my job,Self-employed - I created my own job,Coda; PhpStorm,Multiple times a day,20+ hours per week,Dogs,Mac OS X,I don't know,I'm not sure,Multiple times a day,I want to be a better developer,I'm self-taught,I am not interested in new job opportunities,Opportunity for advancement; Company culture; Flexible work hours,Finding time to search for a job,50%,Fewer brainteasers,,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Disagree completely,Agree completely,Agree completely,Neutral,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Unrealistic expectations; Interacting with non-technical people; Trying to be nice,To get help for my job; To receive help on my personal projects; Beacause I love to learn
21577,Facebook,United Kingdom,Northern Europe,Western Europe,30-34,32.0,Male,Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$50,000 - $60,000",55000.0,4.22,AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js; PHP; ReactJS; SQL; WordPress,Go; Swift,Other (please specify),6.0,Employed full-time,Other (please specify),5-9 employees,5-9 people,1,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Atom; Sublime; Vim,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,Yes,I'm not sure,Once a month,I'm curious,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Equity; Ability to make or influence important decisions; Tech stack; Work/life balance; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Taking time off work to interview,30%,Show me more live code; Introduce me to the boss; Introduce me to the team; Show me the space in which I will work,,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Agree completely,Agree completely,Neutral,Neutral,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,Unrealistic expectations,I don't really use Stack Overflow. I just take surveys.
21633,Facebook,United Kingdom,Northern Europe,Western Europe,30-34,32.0,Male,Sr. Developer; Manager; Guru; Full-stack Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$70,000 - $80,000",75000.0,4.22,JavaScript; PHP; Python; SQL,CoffeeScript; Node.js,No,9.0,Employed full-time,Media / Advertising,"1,000-4,999 employees",5-9 people,0,Never,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Sublime; Eclipse,Multiple times a day,1-2 hours per week,Cats,Other Linux,Yes,I'm not sure,Once a day,I want to be a better developer,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Quality of colleagues,Searching for a job that seems interesting,30%,Introduce me to the boss; Fewer brainteasers; Prepare me for who I will be speaking with,,Agree somewhat,Agree completely,Agree completely,Neutral,Agree somewhat,Disagree completely,Agree somewhat,Neutral,Neutral,Disagree completely,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Unrealistic expectations; Interacting with stupid people; Changing requirements,To get help for my job; To give help to others; Beacause I love to learn
21680,Facebook,United Kingdom,Northern Europe,Western Europe,35-39,37.0,Female,Developer; Engineer; Sr. Developer; Full Stack Overflow Developer,other,,11+ years,13.0,"$140,000 - $150,000",145000.0,4.22,C; C++; iOS; Objective-C,C++; Swift,No,10.0,Employed full-time,Finance / Banking,"10,000+ employees",5-9 people,1,I rarely work remotely,I love my job,Contacted by external recruiter,Vim; Eclipse; IntelliJ; Xcode,A couple times a week,None,Cats,Mac OS X,Yes,"5,001 - 10,000",Multiple times a day,To keep my skills up to date,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Tech stack; Company financials; Work/life balance; Quality of colleagues; Company reputation; Building something that's significant,Other (please specify),100%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,,Agree completely,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Neutral,Neutral,Agree somewhat,Neutral,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,I don't care about this,Inefficient development processes,To give help to others; whyso_onlinepresence; To communicate with others like me; Beacause I love to learn
21831,Facebook,United Kingdom,Northern Europe,Western Europe,30-34,32.0,Female,Full-stack Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$60,000 - $70,000",65000.0,4.22,JavaScript; Python; ReactJS; Redis; SQL,Go; Python; ReactJS,No,4.0,Employed full-time,Software Products,10-19 employees,1-4 people,0,I rarely work remotely,I love my job,Stack Overflow,Sublime; Vim,Multiple times a day,1-2 hours per week,Dogs,Mac OS X,Yes,I'm not sure,Multiple times a day,I want to be a better developer,On-the-job training; Some college coursework in Computer Science (or related field); B.S. in Computer Science (or related field),I am not interested in new job opportunities,Tech stack; Office location; Company culture,Taking time off work to interview,0%,Show me more live code; Introduce me to the team; Fewer brainteasers,,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Disagree completely,Agree somewhat,Agree somewhat,Disagree completely,Neutral,Agree completely,This is somewhat important,I don't care about this,I don't care about this,This is very important,This is very important,This is very important,I don't care about this,This is somewhat important,I don't care about this,I don't care about this,Fragile code base,To get help for my job
21833,Facebook,United Kingdom,Northern Europe,Western Europe,20-24,22.0,Male,Engineer; Programmer; Full-stack Developer,Product manager,Product manager,2 - 5 years,3.5,,,4.22,Java,iOS; PHP,Yes,6.0,Self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21947,Facebook,United Kingdom,Northern Europe,Western Europe,25-29,27.0,Male,Developer; Sr. Developer; Manager; Expert; Full-stack Developer,Product manager,Product manager,2 - 5 years,3.5,"$60,000 - $70,000",65000.0,4.22,C#; JavaScript; SQL; SQL Server; Visual Basic; Windows Phone; WordPress,"C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL Server",Yes,10.0,Employed full-time,Consumer Products,20-99 employees,5-9 people,1,I rarely work remotely,I love my job,A friend referred me,Notepad++; Visual Studio,Multiple times a day,10-20 hours per week,Dogs,Windows 10,Yes,"501 - 1,000",Multiple times a day,I learn new technology when my job requires it,I'm self-taught; B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Opportunity for advancement; Company culture,Searching for a job that seems interesting,80%,Introduce me to the boss; Introduce me to the team; interview_coffee,Star Wars,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree somewhat,Disagree completely,Neutral,Disagree completely,Agree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,I don't care about this,Changing requirements; Unspecific requirements; Limited resources,To get help for my job; To discover new job opportunities; Beacause I love to learn
22064,Facebook,United Kingdom,Northern Europe,Western Europe,40-49,44.5,Male,Developer; Engineer; Programmer; Sr. Developer,Front-end web developer,Front-end web developer,11+ years,13.0,"$70,000 - $80,000",75000.0,4.22,C#; Node.js; ReactJS; SQL; SQL Server,AngularJS; C#; JavaScript; Node.js; SQL; SQL Server,Yes,6.0,Employed full-time,Software Products,10-19 employees,5-9 people,1,Part-time remote,I'm neither satisfied nor dissatisfied,Contacted by external recruiter,Notepad++; Sublime; Visual Studio,Once a day,5-10 hours per week,Dogs,Windows 10,I don't know,I'm not sure,Multiple times a day,I learn new technology when my job requires it,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Tech stack; Company size; Office location; Quality of colleagues; Company culture; Building something that's innovative,The interview process,30%,Introduce me to the boss; Introduce me to the team; interview_coffee; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Neutral,Disagree completely,Disagree somewhat,Neutral,Neutral,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,I don't care about this,Inefficient development processes; Poor documentation; Non-technical management; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements,To get help for my job
22067,Facebook,United Kingdom,Northern Europe,Western Europe,30-34,32.0,Male,Developer; Programmer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,4.22,Android; AngularJS; JavaScript; PHP; SQL,C#,No,6.0,Self-employed,Internet,I am not part of a company,I am not on a team,"I am not on a ""team""",Full-time remote,I'm somewhat satisfied with my job,Self-employed - I created my own job,Sublime,Multiple times a day,10-20 hours per week,Cats,Windows 8,I don't know,I don't have an account,Once a week,I learn new technology when my job requires it,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Remote working option; Flexible work hours; Building something that's innovative,Finding an open job that I'm qualified for,10%,Fewer brainteasers,Star Wars; Star Trek,Agree completely,Agree completely,Agree completely,Neutral,Agree completely,Disagree somewhat,Neutral,Agree completely,Neutral,Disagree somewhat,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,Unrealistic expectations; Poor documentation; Outdated technologies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements; Limited resources,To get help for my job; Beacause I love to learn
22159,Facebook,United Kingdom,Northern Europe,Western Europe,20-24,22.0,Male,Programmer,Student,Student,2 - 5 years,3.5,,,4.22,Arduino / Raspberry Pi; Java; Python; SQL,C++; C#; Java; JavaScript; Python; Ruby,Yes,3.0,I'm a student,,,,,,,,Android Studio; Eclipse; IntelliJ; IPython / Jupyter; NetBeans,A few times a month,2-5 hours per week,Dogs,Windows 7,I don't know,I don't have an account,Once a week,To pursue career goals,I'm self-taught; B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Industry; Company culture,Interesting companies rarely respond to me,10%,Introduce me to the team; Show me the space in which I will work; Fewer brainteasers,Star Wars,Agree somewhat,Neutral,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Neutral,Agree completely,Neutral,Agree completely,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,Poor team dynamics; Inefficient development processes; Unrealistic expectations,To get help for my job; Because I can't do my job without it; To receive help on my personal projects
22436,Facebook,United Kingdom,Northern Europe,Western Europe,35-39,37.0,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Expert; Full-stack Developer,Engineering manager,Engineering manager,11+ years,13.0,Rather not say,,4.22,Java; JavaScript; Python; SQL,MongoDB; Node.js; Python,Yes,9.0,Employed full-time,Software Products,20-99 employees,5-9 people,0,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by external recruiter,Notepad++; Sublime; Eclipse; IntelliJ; PyCharm,Multiple times a day,1-2 hours per week,Cats,Windows 10,Yes,2 - 100,Once a day,To keep my skills up to date,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Quality of colleagues; Company culture; Building something that's significant,Writing my CV and keeping it updated,70%,Show me more live code; Introduce me to the boss; Introduce me to the team,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Agree completely,Agree completely,Agree completely,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Poor scheduling; Unrealistic expectations; Limited resources,To get help for my job; To give help to others; Beacause I love to learn
22444,Facebook,United Kingdom,Northern Europe,Western Europe,25-29,27.0,Male,Developer; Programmer; Ninja,other,,2 - 5 years,3.5,"$50,000 - $60,000",55000.0,4.22,Java; JavaScript; PHP,iOS; Java; JavaScript,No,10.0,Employed full-time,Automotive,500-999 employees,1-4 people,1,Never,I love my job,Career fair,Notepad++; Eclipse,Multiple times a day,20+ hours per week,Dogs,Windows 7,Yes,I'm not sure,Multiple times a day,I want to be a better developer,On-the-job training; B.S. in Computer Science (or related field),,,,,,,,,,,,,,,,,,,,,,,,,,,,
22448,Facebook,United Kingdom,Northern Europe,Western Europe,40-49,44.5,Male,Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$80,000 - $90,000",85000.0,4.22,AngularJS; JavaScript; LAMP,AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js; ReactJS,No,8.0,Freelance / Contractor,Internet,I am not part of a company,I am not on a team,"I am not on a ""team""",Part-time remote,I'm neither satisfied nor dissatisfied,Self-employed - I created my own job,Atom,Multiple times a day,5-10 hours per week,Other (please specify),Mac OS X,No,I don't have an account,Multiple times a day,I want to be a better developer,I'm self-taught,I am actively looking for a new job,Tech stack; Work/life balance; Remote working option,Interesting companies rarely respond to me,0%,Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Trek,Agree somewhat,Agree completely,Agree completely,Disagree somewhat,Agree completely,Agree completely,Neutral,Disagree somewhat,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,I don't care about this,Fragile code base; Outdated technologies; Unspecific requirements,To get help for my job; Because I can't do my job without it; Beacause I love to learn
22457,Facebook,United Kingdom,Northern Europe,Western Europe,50-59,54.5,Male,Developer; Engineer; Programmer; Rockstar; Hacker,Student,Student,11+ years,13.0,"$20,000 - $30,000",25000.0,4.22,"Android; C++; Cloud (AWS, GAE, Azure, etc.); Visual Basic",Go,No,6.0,Self-employed,Other (please specify),1-4 employees,1-4 people,0,Part-time remote,I love my job,Self-employed - I created my own job,Komodo,A few times a month,5-10 hours per week,,Windows 10,Yes,"1,001 - 5,000",Once a week,To keep my skills up to date,"I'm self-taught; On-the-job training; Part-time program (e.g. night school); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Flexible work hours; Building something that's innovative,The interview process,0%,Show me more live code; Offer remote interviews (e.g. via video conference); Introduce me to the team,Star Trek,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Neutral,Neutral,Neutral,Neutral,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,,This is very important,This is very important,This is very important,Poor team dynamics; Poor documentation; Unspecific requirements,To get help for my job; To give help to others; Because I can't do my job without it
