Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
2411,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,18,Yearly,47000,35547,Canada,Canadian dollar,CAD,NA,NA,Academic researcher;Data scientist or machine learning specialist;Scientist,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",NA,"I’m not actively looking, but I am open to new opportunities",Python;R,R,Keras,Keras,Github;Slack,Github;Slack,No,NA,NA,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a decade,No,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Ask developers I know/work with,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Linux-based,"10,000 or more employees",Linux,Linux,I have some influence,NA,Yes,"Yes, definitely",Multiple times per day,Multiple times per day,Easy,Appropriate in length,No,"A natural science (such as biology, chemistry, physics, etc.)",NA,NA,A lot less welcome now than last year,50,7,6
2412,I am a developer by profession,Yes,30,10,Yearly,87000,87000,United States,United States dollar,USD,MySQL,Microsoft SQL Server;MySQL,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;System administrator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent;Southeast Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Opportunities for professional development",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",C;C#,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;JavaScript;SQL,.NET Core;TensorFlow,.NET;.NET Core,Github,Github,No,Somewhat important,Fairly important,Curious about other opportunities;Better compensation;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a year,No,Onboarding? What onboarding?,No,Rarely: 1-2 days per year or less,Start a free trial;Research companies that have advertised on sites I visit,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Do other work and come back later,Windows,"10,000 or more employees",AWS;Linux,Linux;Windows,I have some influence,Straight / Heterosexual,Yes,"No, not really",A few times per week,Daily or almost daily,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",ASP.NET Core,ASP.NET Core,Just as welcome now as I felt last year,40,14,5
2413,I am a developer by profession,No,26,19,Yearly,90000,90000,United States,United States dollar,USD,NA,MySQL,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Woman,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",Slightly satisfied,I am not interested in new job opportunities,Swift,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,React Native,NA,"Github;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Curious about other opportunities;Better compensation;Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once every few years,Not sure,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Do other work and come back later,MacOS,500 to 999 employees,NA,NA,I have little or no influence,Straight / Heterosexual,No,"No, not really",NA,A few times per month or weekly,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",React.js,React.js,Just as welcome now as I felt last year,40,7,4
2414,I am a developer by profession,Yes,NA,11,NA,NA,NA,Slovakia,European Euro,EUR,PostgreSQL,Elasticsearch;PostgreSQL;Redis;SQLite,DevOps specialist;System administrator,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",White or of European descent,Man,Flex time or a flexible schedule;Remote work options;Opportunities for professional development,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Go;SQL,Go;PHP;SQL,Ansible;Teraform,Ansible;Teraform,"Github;Gitlab;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Just because;Curious about other opportunities;Better compensation,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Read other media like news articles, founder profiles, etc. about the company",Once every few years,No,No,Yes,Often: 1-2 days per week or more,Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Meditate;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,MacOS,100 to 499 employees,AWS;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi,AWS;Kubernetes;Linux;MacOS,NA,Straight / Heterosexual,Yes,"Yes, definitely",A few times per week,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Laravel;Vue.js,Laravel;Spring;Vue.js,Just as welcome now as I felt last year,60,16,6
2415,I am a developer by profession,Yes,28,20,Yearly,72500,72500,United States,United States dollar,USD,MongoDB;MySQL;PostgreSQL,MongoDB;MySQL;PostgreSQL,"Developer, back-end;Developer, full-stack;Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",Very satisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;Haskell,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Scala;SQL,NA,NA,NA,NA,Yes,Extremely important,Somewhat important,Just because;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind)",Once a year,Not sure,No,No,Sometimes: 1-2 days per month but less than weekly,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,20 to 99 employees,Linux;Windows,Raspberry Pi;Windows,I have little or no influence,Straight / Heterosexual,Yes,"No, not at all",I have never participated in Q&A on Stack Overflow,A few times per month or weekly,Easy,Appropriate in length,No,"A natural science (such as biology, chemistry, physics, etc.)",NA,Angular.js,Just as welcome now as I felt last year,40,2,1
2416,I am a developer by profession,Yes,31,10,Weekly,1250,62500,United States,United States dollar,USD,MySQL;PostgreSQL,MySQL,"Developer, back-end;Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Woman,"Languages, frameworks, and other technologies I’d be working with;Financial performance or funding status of the company or organization;Office environment or company culture",Slightly dissatisfied,I am actively looking for a job,C#;JavaScript;SQL;TypeScript,HTML/CSS;JavaScript;SQL,.NET Core;Node.js,Node.js,"Gitlab;Slack;Google Suite (Docs, Meet, etc)","Gitlab;Slack;Google Suite (Docs, Meet, etc)",No,Extremely important,Not at all important/not necessary,Having a bad day (or week or month) at work;Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,Directly asking current or past employees at the company,Once every few years,No,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Do other work and come back later;Visit another developer community (please name):,Windows,2 to 9 employees,Docker;Google Cloud Platform;Kubernetes,Google Cloud Platform,I have some influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,NA,ASP.NET Core;Express;Vue.js,Angular.js;Express;Vue.js,Just as welcome now as I felt last year,40,5,2
2417,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,NA,10,NA,NA,NA,United States,United States dollar,USD,Elasticsearch;Redis,Microsoft SQL Server,Senior executive/VP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture;Opportunities for professional development",Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",Swift;TypeScript,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Xamarin,.NET,NA,"Gitlab;Slack;Google Suite (Docs, Meet, etc)",No,Somewhat important,Not at all important/not necessary,Just because;Having a bad day (or week or month) at work;Curious about other opportunities;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,Yes,No,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow,Windows,100 to 499 employees,Docker;Kubernetes,AWS;Linux;Microsoft Azure;Windows,I have a great deal of influence,Straight / Heterosexual,Yes,"No, not really",A few times per week,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"A humanities discipline (such as literature, history, philosophy, etc.)",React.js,NA,Somewhat less welcome now than last year,40,30,22
2418,I am a developer by profession,Yes,53,13,Yearly,1e+05,1e+05,United States,United States dollar,USD,Oracle,Oracle,"Developer, back-end;Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Very satisfied,"I’m not actively looking, but I am open to new opportunities",Assembly;Bash/Shell/PowerShell;C;Java;Kotlin;Perl;Ruby,Assembly;Bash/Shell/PowerShell;C;Java;Perl,NA,NA,Confluence;Jira;Slack,Confluence;Jira;Slack,Yes,Somewhat important,Fairly important,Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Once every few years,Not sure,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow,Linux-based,"1,000 to 4,999 employees",Docker;Kubernetes;Linux;Raspberry Pi,iOS;Linux,I have some influence,NA,Yes,"Yes, somewhat",A few times per month or weekly,A few times per month or weekly,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular;Spring,NA,Just as welcome now as I felt last year,45,46,20
2419,I am a developer by profession,No,24,11,Yearly,75000,75000,United States,United States dollar,USD,Microsoft SQL Server,Microsoft SQL Server;PostgreSQL,"Developer, back-end;Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Office environment or company culture;Opportunities for professional development,Slightly satisfied,I am not interested in new job opportunities,Python;SQL,C;C++;HTML/CSS;JavaScript;Python;SQL;Swift,NA,NA,Microsoft Teams;Microsoft Azure,Microsoft Teams;Microsoft Azure,No,Neutral,Somewhat important,Better compensation;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a year,Not sure,No,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Go for a walk or other physical activity,Windows,20 to 99 employees,Microsoft Azure;Windows,Microsoft Azure;Windows,I have some influence,Straight / Heterosexual,Yes,"No, not at all",I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Too long,No,"A natural science (such as biology, chemistry, physics, etc.)",NA,NA,Just as welcome now as I felt last year,40,6,3
2420,I am a developer by profession,No,26,25,Yearly,80000,80000,United States,United States dollar,USD,PostgreSQL,PostgreSQL,Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed part-time,White or of European descent,Man,Industry that I’d be working in;Diversity of the company or organization;How widely used or impactful my work output would be,Very satisfied,I am not interested in new job opportunities,C++;JavaScript;Python,C++;HTML/CSS;JavaScript;Python;R;SQL,Keras;Pandas;TensorFlow,Keras;Pandas;TensorFlow,"Github;Slack;Google Suite (Docs, Meet, etc)","Github;Slack;Trello;Google Suite (Docs, Meet, etc)",No,Extremely important,Not at all important/not necessary,Curious about other opportunities;Wanting to work with new technologies;Growth or leadership opportunities,"Publicly available financial information (e.g. Crunchbase);Read other media like news articles, founder profiles, etc. about the company",Every few months,Yes,Yes,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,MacOS,2 to 9 employees,Google Cloud Platform;Kubernetes,Google Cloud Platform;Heroku;IBM Cloud or Watson,I have a great deal of influence,Bisexual,Yes,"Yes, definitely",Daily or almost daily,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"A natural science (such as biology, chemistry, physics, etc.)",Django;Flask;jQuery;React.js,Flask;jQuery,Somewhat more welcome now than last year,70,2,2
2421,I am a developer by profession,No,28,19,NA,NA,NA,United States,United States dollar,USD,Elasticsearch;Microsoft SQL Server,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,"Data or business analyst;Database administrator;Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Remote work options;Family friendliness,Very satisfied,I am not interested in new job opportunities,C#;JavaScript;SQL;VBA,SQL;VBA,.NET;.NET Core;Hadoop;Pandas,NA,"Jira;Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)","Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Very important,Better compensation;Trouble with my direct manager;Better work/life balance,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a decade,No,Yes,No,Sometimes: 1-2 days per month but less than weekly,NA,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,100 to 499 employees,iOS;MacOS;Microsoft Azure;Raspberry Pi;Windows,Android;iOS;MacOS;Microsoft Azure;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per month or weekly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",ASP.NET;ASP.NET Core;Django,NA,Somewhat more welcome now than last year,40,7,5
2422,I am a developer by profession,Yes,22,9,Weekly,700,26450,Canada,Canadian dollar,CAD,PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,"Developer, back-end;Developer, front-end;Developer, full-stack",Some college/university study without earning a degree,Employed part-time,East Asian;White or of European descent;Biracial;Multiracial,"Non-binary, genderqueer, or gender non-conforming",Flex time or a flexible schedule;Remote work options;Office environment or company culture,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Assembly;C;Go;Haskell;HTML/CSS;JavaScript;Python;Rust;SQL,Assembly;Bash/Shell/PowerShell;C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,.NET Core;Node.js,.NET;Ansible;Node.js;React Native,Github,Confluence;Jira;Github;Slack;Stack Overflow for Teams,Yes,Somewhat important,Somewhat important,Better compensation;Trouble with my teammates;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,Yes,No,No,Sometimes: 1-2 days per month but less than weekly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Meditate;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Linux-based,100 to 499 employees,Linux;Raspberry Pi,Android;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Windows;WordPress,I have little or no influence,Bisexual,Yes,Neutral,A few times per week,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Flask;React.js,Angular;Django;Express;Flask;jQuery;React.js;Ruby on Rails;Spring,Somewhat less welcome now than last year,20,13,11
2423,I am a developer by profession,Yes,34,17,Yearly,80000,80000,United States,United States dollar,USD,Elasticsearch,Firebase;PostgreSQL,"Developer, full-stack;Developer, mobile",Some college/university study without earning a degree,Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;How widely used or impactful my work output would be;Opportunities for professional development",Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",Java;Objective-C;Python;Swift,HTML/CSS;JavaScript;TypeScript,NA,Node.js;React Native,NA,"Jira;Github;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Somewhat important,Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,"Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,NA,No,No,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,MacOS,20 to 99 employees,AWS;Windows,Android;iOS,I have little or no influence,Straight / Heterosexual,No,Neutral,NA,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Vue.js,React.js,Just as welcome now as I felt last year,40,10,1
2424,I am a student who is learning to code,Yes,22,12,NA,NA,NA,United States,NA,NA,MySQL;SQLite,MySQL;SQLite,NA,Some college/university study without earning a degree,Student,Biracial,Man,Flex time or a flexible schedule;Remote work options;Office environment or company culture,NA,I am actively looking for a job,HTML/CSS;JavaScript;Python;SQL;Swift,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,Node.js;Pandas;TensorFlow,.NET;Node.js;Pandas;TensorFlow,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",NA,NA,NA,NA,NA,Every few months,Yes,NA,Yes,NA,Ask developers I know/work with;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos,MacOS,NA,Android;Arduino;iOS;Linux;MacOS;Windows;WordPress,Android;Arduino;AWS;Google Cloud Platform;iOS;Linux;MacOS;Windows,NA,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular.js;React.js,Angular.js;Django;Flask;jQuery;React.js,Just as welcome now as I felt last year,NA,6,NA
2425,I am a developer by profession,Yes,34,8,NA,NA,NA,Canada,Canadian dollar,CAD,MySQL;SQLite,MySQL;SQLite,"Developer, full-stack;DevOps specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",White or of European descent,Man,Industry that I’d be working in;Flex time or a flexible schedule;Office environment or company culture,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;TypeScript,C;HTML/CSS;Python;TypeScript,Node.js;Torch/PyTorch;Unity 3D,Chef;Node.js,Github,Github,NA,Somewhat important,Very important,Better compensation;Growth or leadership opportunities,Personal network - friends or family,Once a year,Not sure,NA,No,Sometimes: 1-2 days per month but less than weekly,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Panic;Visit another developer community (please name):,MacOS,"Just me - I am a freelancer, sole proprietor, etc.",Arduino;AWS;Docker;iOS;Linux;MacOS;Raspberry Pi,Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi,NA,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per week,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Express;React.js,Django;Express;React.js,Just as welcome now as I felt last year,20,20,7
2426,I am a developer by profession,No,42,6,Yearly,39950,51639,United Kingdom,Pound sterling,GBP,Microsoft SQL Server,Microsoft SQL Server,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Very satisfied,"I’m not actively looking, but I am open to new opportunities",C#;TypeScript,C#;HTML/CSS;SQL;TypeScript,.NET Core;Node.js,.NET;.NET Core,Github;Microsoft Teams,Github;Microsoft Teams,No,Neutral,Somewhat important,Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities,NA,Once a year,No,Onboarding? What onboarding?,No,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,100 to 499 employees,Android;iOS;MacOS,Windows,I have some influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per week,Multiple times per day,Easy,Appropriate in length,No,NA,Angular;ASP.NET Core,Angular;ASP.NET Core,Just as welcome now as I felt last year,37,15,12
2427,I am a developer by profession,Yes,35,12,Yearly,50000,54049,Spain,European Euro,EUR,NA,Elasticsearch;PostgreSQL,"Developer, mobile","Associate degree (A.A., A.S., etc.)",Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Opportunities for professional development;Family friendliness,Very dissatisfied,I am not interested in new job opportunities,Python;Swift,Objective-C;PHP;Ruby;Swift,NA,NA,Confluence;Jira;Github;Gitlab;Slack,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Not at all important/not necessary,Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Read other media like news articles, founder profiles, etc. about the company",Once every few years,NA,Yes,No,Never,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,MacOS,20 to 99 employees,Docker;iOS;Kubernetes;MacOS;Raspberry Pi,Docker;iOS;Kubernetes;MacOS;Raspberry Pi,I have little or no influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",NA,NA,Just as welcome now as I felt last year,40,12,10
2428,I am a developer by profession,Yes,32,18,Yearly,2200000,30716,India,Indian rupee,INR,Elasticsearch;Microsoft SQL Server;PostgreSQL,Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL,"Developer, back-end;Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,NA,Man,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture;Opportunities for professional development",Very satisfied,"I’m not actively looking, but I am open to new opportunities",C#;JavaScript;Python;SQL;TypeScript,C#;JavaScript;SQL;VBA,.NET;.NET Core;Node.js,.NET;.NET Core;Node.js,Jira;Github;Slack;Microsoft Teams,Jira;Github;Slack;Microsoft Teams,Yes,Somewhat important,Critically important,Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Every few months,Yes,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,MacOS,100 to 499 employees,AWS;Docker;Linux;MacOS;Windows,AWS;Linux;MacOS;Windows,I have some influence,Straight / Heterosexual,Yes,"Yes, definitely",A few times per week,Multiple times per day,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",ASP.NET;ASP.NET Core;Express;React.js;Vue.js,ASP.NET;ASP.NET Core,Somewhat more welcome now than last year,55,15,11
